"","X","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","turnout.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop.1","use.machines.prop","machine.most.used","all.machines","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","X._collegedegreepersons25._2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010"
"131",131,"Sheboygan",2012,27918,44.5611402850713,34072,54.383808718137,661,1.05505099679175,6154,9.82266843306571,"Rep","Romney",62651,70.9154913635026,88346,-4.37859275629283,4.79036514494878,-0.411772388655944,0.615760758834583,5748,9.16895790124161,544,0.615760758834582,0,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","69523","83.84%","22,636","32,368",3286,"58,290",-9732,"-18.92%","-5.00%","397.13%","-6.96%","38.83%","55.53%","5.64%","1.98%",0,0,2,"27,918","34,072","661","62,651","44.56%","54.38%","1.06%","2.04%",0,2,115290,88773,115507,23,91.5,1.7,1509,86.2,76523,12251,22.4,19885,6.2,50.7,3.5,52920,225.9
"132",132,"St. Croix",2012,19910,43.071930773391,25503,55.1714440237966,812,1.75662520281233,5593,12.0995132504056,"Rep","Romney",46225,74.4375915876262,62099,-4.17601103959843,4.21988114032684,-0.0438701007284201,2.26090597272096,3933,8.39589217992527,1404,2.26090597272098,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.848484848484849,"ES&S","Mostly optical scanners","55099","84.97%","17,496","26,123",3200,"46,819",-8627,"-12.12%","2.43%","294.09%","1.29%","37.37%","55.80%","6.83%","1.59%",0,0,1,"19,910","25,503","812","46,225","43.07%","55.17%","1.76%","1.51%",0,2,86759,63855,84345,26.4,96.5,0.7,447,94.6,60406,3448,33,21072,17.5,135.1,2,68426,116.8
"133",133,"Taylor",2012,3763,39.5605550883095,5601,58.8835155592935,148,1.55592935239697,1838,19.322960470984,"Rep","Romney",9512,60.690359216487,15673,-9.26247080512084,9.81439507994407,-0.551924274823229,1.05914630255855,1815,19.0768658850649,166,1.05914630255854,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.222222222222222,"ES&S","Some or no optical scanners","10989","85.69%","2,398","6,589",430,"9,417",-4191,"-36.27%","17.64%","190.54%","-1.00%","25.46%","69.97%","4.57%","0.32%",0,0,2,"3,763","5,601","148","9,512","39.56%","58.88%","1.56%","0.31%",0,2,20540,15651,20689,23.8,98.1,0.4,63,96.7,15135,516,13.6,2129,29.3,241.8,6.4,44869,21.2
"134",134,"Trempealeau",2012,7605,56.4127290260366,5707,42.3336547733848,169,1.25361620057859,-1898,-14.0790742526519,"Dem","Obama",13481,61.1133777596446,22059,-6.08539325126545,6.22129184714171,-0.135898595876268,0.757060610181789,1615,12.3066850984072,167,0.757060610181785,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.115384615384615,"ES&S","Some or no optical scanners","16077","84.47%","5,645","7,370",566,"13,581",-1725,"-25.77%","29.14%","234.91%","0.74%","41.57%","54.27%","4.17%","0.46%",0,1,2,"7,605","5,707","169","13,481","56.41%","42.33%","1.25%","0.44%",1,2,29509,22309,28816,24.4,97.5,0.4,89,91.7,20457,1852,17.5,3904,11,229.3,4.7,49143,39.3
"135",135,"Vernon",2012,8044,56.3739575303105,5942,41.6427219847221,283,1.98332048496741,-2102,-14.7312355455883,"Dem","Obama",14269,64.7149530590956,22049,-3.75392879295775,3.51128326358536,0.242645529372385,0.879858496983985,994,7.2652120565431,194,0.87985849698399,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.03125,"Dominion","Some or no optical scanners","16913","83.92%","6,351","6,994",848,"14,193",-643,"-21.05%","17.70%","199.65%","-0.53%","44.75%","49.28%","5.97%","0.48%",0,1,2,"8,044","5,942","283","14,269","56.37%","41.64%","1.98%","0.47%",1,2,30362,22498,29773,25.9,98,0.4,90,96.6,21733,765,19.5,4387,28.4,241.5,4.1,45488,37.6
"136",136,"Vilas",2012,5951,42.9923421470886,7749,55.9817945383615,142,1.02586331454992,1798,12.9894523912729,"Rep","Romney",13842,78.0138646226681,17743,-4.21493058018415,4.6727036292706,-0.457773049086443,0.518514343684828,1234,8.88763420945476,92,0.518514343684834,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","16120","83.46%","4,769","8,169",515,"13,453",-3400,"-19.86%","5.42%","262.68%","-2.81%","35.45%","60.72%","3.83%","0.46%",0,0,2,"5,951","7,749","142","13,842","42.99%","55.98%","1.03%","0.45%",0,2,21398,17739,21430,17.1,87,0.3,53,86,15255,2483,24.1,4275,6.1,286.7,3.1,40833,25
"137",137,"Walworth",2012,22552,43.1179855840009,29006,55.4576219337323,745,1.42439248226679,6454,12.3396363497314,"Rep","Romney",52303,66.3348003094601,78847,-4.83132225781416,4.91420834442604,-0.0828860866118724,2.38563293467094,5146,9.7455306022402,1881,2.38563293467094,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","61083","82.79%","18,706","28,848",3016,"50,570",-10142,"-17.05%","-0.54%","304.83%","-3.31%","36.99%","57.05%","5.96%","1.72%",0,0,2,"22,552","29,006","745","52,303","43.12%","55.46%","1.42%","1.70%",0,2,103527,80440,102228,22.3,96.1,1.2,965,85.9,69098,11342,26.2,21075,6.1,71.6,2.8,54020,184.2
"138",138,"Washburn",2012,4447,47.8841391191989,4699,50.597609561753,141,1.51825131904813,252,2.71347044255411,"Rep","Romney",9287,72.9708493753438,12727,-3.61937273330331,3.37416794630084,0.245204787002478,1.37502946491711,642,6.99354067960415,175,1.37502946491711,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.04,"Dominion","Some or no optical scanners","10869","83.35%","3,283","5,404",372,"9,059",-2121,"-26.17%","15.00%","163.83%","-2.46%","36.24%","59.65%","4.11%","0.31%",0,0,2,"4,447","4,699","141","9,287","47.88%","50.60%","1.52%","0.30%",0,2,15694,12602,15911,19.7,96.1,0.5,63,94.9,11960,643,20.3,2558,18.6,189.8,3.9,41924,20
"139",139,"Washington",2012,23166,29.4201315689213,54765,69.5499225318128,811,1.02994589926596,31599,40.1297909628915,"Rep","Romney",78742,78.4376618719369,100388,-5.14330663241991,5.40752423048633,-0.264217598066427,4.31426066860581,9589,10.5508308629062,4331,4.31426066860581,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2
"140",140,"Waukesha",2012,78779,32.3055409750016,162798,66.7598910832623,2279,0.934567941736106,84019,34.4543501082606,"Rep","Romney",243856,81.7899774944742,298149,-4.33683741544564,4.4353441805542,-0.0985067651085502,3.67567893905397,24206,8.77218159599983,10959,3.67567893905396,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","274401","86.10%","79,199","145,519",11551,"236,269",-66320,"0.53%","-10.61%","406.85%","-3.11%","33.52%","61.59%","4.89%","8.02%",0,0,1,"78,779","162,798","2,279","243,856","32.31%","66.76%","0.93%","7.95%",0,2,395118,305426,389891,22.7,93.9,1.4,4276,89.8,274273,31153,40.2,122781,8.8,64.1,1.5,75850,709.4
"141",141,"Waupaca",2012,11578,44.8065015479876,14002,54.187306501548,260,1.0061919504644,2424,9.38080495356037,"Rep","Romney",25840,63.502985918262,40691,-5.96375442002618,6.23936247740153,-0.275608057375359,0.808532599346286,3144,12.2031168974277,329,0.808532599346293,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.352941176470588,"Dominion","Some or no optical scanners","30088","84.72%","8,303","16,013",1175,"25,491",-7710,"-28.29%","14.36%","351.92%","-1.35%","32.57%","62.82%","4.61%","0.87%",0,0,2,"11,578","14,002","260","25,840","44.81%","54.19%","1.01%","0.84%",0,2,52066,40820,52410,21.6,97.6,0.4,163,95,38779,2041,16.6,6776,19,237.5,5,50822,70.1
"142",142,"Waushara",2012,5335,44.281208499336,6562,54.4654714475432,151,1.25332005312085,1227,10.1842629482072,"Rep","Romney",12048,60.9809181555904,19757,-5.24195801260595,5.769378950286,-0.527420937680062,1.00723794098294,1325,11.011336962892,199,1.00723794098294,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.08,"Dominion","Some or no optical scanners","13715","87.21%","3,802","7,669",490,"11,961",-3867,"-28.73%","16.87%","224.50%","-0.72%","31.79%","64.12%","4.10%","0.41%",0,0,2,"5,335","6,562","151","12,048","44.28%","54.47%","1.25%","0.39%",0,2,24178,19584,24496,19,95.6,2.1,411,90,17626,1958,14.3,2801,9,42.9,6,43070,39.1
"143",143,"Winnebago",2012,45449,50.9672210198154,42122,47.236271068597,1602,1.79650791158759,-3327,-3.73094995121842,"Dem","Obama",89173,67.5655402333687,131980,-3.96964953916813,3.95696178566077,0.0126877535073617,1.13350507652675,6894,7.92661132482889,1496,1.13350507652675,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","103174","83.25%","37,054","43,447",5391,"85,892",-6393,"-18.47%","3.15%","236.52%","-3.68%","43.14%","50.58%","6.28%","2.92%",0,1,2,"45,449","42,122","1,602","89,173","50.97%","47.24%","1.80%","2.91%",1,2,169511,133744,166994,21.1,93.1,1.9,2541,89.8,120102,13642,25.5,34105,8.8,47.3,2.9,51010,384.3
"144",144,"Wood",2012,18581,47.7660668380463,19704,50.6529562982005,615,1.58097686375321,1123,2.88688946015424,"Rep","Romney",38900,67.2266003041615,57864,-7.82647643758622,8.19418338004011,-0.367706942453895,-0.262684916355596,6252,16.0206598176263,-152,-0.262684916355592,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.882352941176471,"Dominion","Mostly optical scanners","43433","86.83%","14,232","21,502",1978,"37,712",-7270,"-23.41%","9.13%","221.63%","-3.05%","37.74%","57.02%","5.25%","1.28%",0,0,1,"18,581","19,704","615","38,900","47.77%","50.65%","1.58%","1.27%",0,1,73608,57414,74749,22,95.5,0.7,402,93.3,53567,3847,18.8,10794,13.9,133.3,4.3,47685,94.2
"145",145,"Adams",2008,5806,58.14139795714,3974,39.7957139995994,206,2.06288804326056,-1832,-18.3456839575406,"Dem","Obama",9986,57.1935853379152,17460,6.04690675591581,-6.97169227431027,0.924785518394459,-2.69186712485682,-1275,-13.0185990302261,-470,-2.69186712485682,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.368421052631579,"Dominion","Some or no optical scanners","11892","84.99%","3,780","5,983",344,"10,107",-2203,"-31.79%","28.83%","240.59%","-1.75%","37.40%","59.20%","3.40%","0.34%",0,1,2,"5,542","4,644","101","10,287","53.87%","45.14%","0.98%","0.34%",1,2,20215,17142,20875,15.2,94,3.2,549,90.7,15548,1594,12.1,2074,9.8,28.3,7.3,44897,32.3
"146",146,"Ashland",2008,5818,67.8563097737346,2634,30.7207837648705,122,1.42290646139491,-3184,-37.135526008864,"Dem","Obama",8574,69.2009685230024,12390,4.751624481855,-5.29400045080508,0.542375968950084,-5.04439063761097,-692,-10.0456249326601,-625,-5.04439063761098,5,"Mostly Dem","Dem2016","Large turnout change 2016","Large turnout change 2016",0.0625,"Dominion","Some or no optical scanners","9844","80.52%","4,136","3,428",362,"7,926",708,"-23.39%","21.56%","136.60%","-5.33%","52.18%","43.25%","4.57%","0.27%",1,0,1,"5,399","2,820","153","8,372","64.49%","33.68%","1.83%","0.27%",1,1,16103,12464,16157,22.6,84.7,0.5,62,83.5,10407,2057,21.7,2705,5.1,167,3.6,38550,15.5
"147",147,"Barron",2008,12078,52.7746220396749,10457,45.6916892423316,351,1.53368871799353,-1621,-7.08293279734335,"Dem","Obama",22886,63.7191302168889,35917,3.91302701941338,-4.56523518428832,0.65220816487493,-2.92619094022329,-1955,-8.4782622037017,-1051,-2.92619094022329,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.228571428571429,"Dominion","Some or no optical scanners","26333","85.50%","7,881","13,595",1038,"22,514",-5714,"-27.63%","18.81%","189.14%","-0.78%","35.00%","60.38%","4.61%","0.76%",0,0,2,"10,890","11,443","359","22,692","47.99%","50.43%","1.58%","0.74%",0,2,45455,35591,45870,21.7,96.1,1.1,392,94.1,33491,2100,16.2,5766,15.9,85.5,5.2,44054,53.2
"148",148,"Bayfield",2008,5972,63.0756231516688,3365,35.5407689057879,131,1.3836079425433,-2607,-27.5348542458809,"Dem","Obama",9468,77.327670695851,12244,2.81167841509799,-3.16425223041169,0.352573815313692,-1.88663835347927,-516,-5.97593064550968,-231,-1.88663835347926,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",0.428571428571429,"Dominion","Some or no optical scanners","11299","84.00%","4,953","4,125",413,"9,491",828,"-17.90%","14.39%","177.18%","-3.03%","52.19%","43.46%","4.35%","0.32%",1,0,1,"6,033","3,606","149","9,788","61.64%","36.84%","1.52%","0.32%",1,1,14985,12228,15014,18.4,86.2,0.6,73,85.4,10443,1785,28.5,3485,5.8,142.3,2.5,44944,10.2
"149",149,"Brown",2008,67269,53.9213171521554,55854,44.7713099379579,1631,1.30737290988666,-11415,-9.15000721419754,"Dem","Obama",124754,66.1288185186559,188653,9.36521547648591,-9.71065998758593,0.345444511100017,0.773907650554193,-23653,-19.0758754640718,1460,0.773907650554192,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","150152","84.91%","53,358","67,192",6947,"127,497",-13834,"-14.66%","3.63%","343.61%","-1.11%","41.85%","52.70%","5.45%","4.33%",0,0,1,"62,526","64,836","1,566","128,928","48.50%","50.29%","1.21%","4.20%",0,1,256670,194043,248007,24.4,89.3,2.5,4851,82.7,160473,33569,26.8,52003,4.8,33.1,2.7,53119,468.2
"150",150,"Buffalo",2008,3949,56.4142857142857,2923,41.7571428571429,128,1.82857142857143,-1026,-14.6571428571429,"Dem","Obama",7000,65.6475663509331,10663,3.74665299132432,-4.37643638142913,0.629783390104824,-5.54253024477164,-530,-8.12308937275345,-591,-5.54253024477164,4,"Mostly Dem","Rep2016","Large turnout change 2016","Little turnout change 2016",0.0434782608695652,"Dominion","Some or no optical scanners","8313","83.26%","2,531","4,049",341,"6,921",-1518,"-29.10%","20.36%","224.76%","-1.68%","36.57%","58.50%","4.93%","0.24%",0,1,2,"3,570","3,364","105","7,039","50.72%","47.79%","1.49%","0.23%",1,2,13188,10379,13587,21.3,98,0.4,42,96.4,10005,374,17.2,1785,26.8,241,4.8,47384,20.2
"151",151,"Burnett",2008,4337,49.9194290976059,4200,48.3425414364641,151,1.73802946593002,-137,-1.5768876611418,"Dem","Obama",8688,69.9066623752816,12428,1.6520758093321,-2.5425567289688,0.890480919636702,-5.09333762471837,-381,-4.19463253830091,-633,-5.09333762471838,1,"Mostly Rep","Rep2016","Large turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","10087","86.44%","2,948","5,412",359,"8,719",-2464,"-26.04%","18.95%","154.61%","0.48%","33.81%","62.07%","4.12%","0.30%",0,0,2,"3,986","4,550","141","8,677","45.94%","52.44%","1.62%","0.28%",0,2,15328,12477,15457,18.6,91.5,0.7,87,90.4,11279,1198,16.7,2084,9.4,129.1,5,39564,18.8
"152",152,"Calumet",2008,13295,50.2190828737629,12722,48.0546951726222,457,1.72622195361487,-573,-2.16438770114073,"Dem","Obama",26474,73.4919357077423,36023,9.50852740612564,-10.1863239759773,0.677796569851614,3.32565305499264,-5004,-19.6948513821029,1198,3.32565305499264,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.941176470588235,"Dominion","Mostly optical scanners","30495","86.67%","9,634","15,345",1450,"26,429",-5711,"-16.15%","5.54%","269.90%","0.03%","36.45%","58.06%","5.49%","0.90%",0,0,2,"11,489","14,539","392","26,420","43.49%","55.03%","1.48%","0.86%",0,2,49491,36772,48971,25.7,95.4,0.6,221,91.9,33793,2979,27.6,10149,11.3,153.2,2.6,65130,153.9
"153",153,"Chippewa",2008,16239,53.7163838443981,13492,44.6296847606761,500,1.65393139492574,-2747,-9.086699083722,"Dem","Obama",30231,62.7420459498163,48183,5.39047636176151,-5.98622403240473,0.595747670643207,-0.608098291928684,-3446,-11.3767003941662,-293,-0.608098291928689,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","36107","87.16%","11,875","17,912",1684,"31,471",-6037,"-22.06%","16.90%","351.47%","1.74%","37.73%","56.92%","5.35%","1.07%",0,0,2,"15,237","15,322","373","30,932","49.26%","49.53%","1.21%","1.01%",0,2,63460,48928,62415,22.9,95.4,1.5,734,94.3,46139,2789,18.6,9101,16.5,62.9,4.4,50551,61.9
"154",154,"Clark",2008,7454,52.5410587157257,6383,44.9918939874533,350,2.46704729682103,-1071,-7.54916472827236,"Dem","Obama",14187,57.416326035048,24709,6.48486036861823,-7.67587460758802,1.19101423896979,-3.79618762394269,-2071,-14.1607349762062,-938,-3.79618762394269,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.363636363636364,"Dominion","Some or no optical scanners","16236","83.44%","4,225","8,645",678,"13,548",-4420,"-31.55%","16.64%","212.44%","-1.83%","31.19%","63.81%","5.00%","0.46%",0,0,2,"6,172","7,412","217","13,801","44.72%","53.71%","1.57%","0.45%",0,2,34423,24234,34690,29.6,97.6,0.4,97,93.8,22731,1502,11.6,2811,15.1,234.5,7.6,43276,28.7
"155",155,"Columbia",2008,16661,56.9178737359934,12193,41.6541404755398,418,1.42798578846679,-4468,-15.2637332604537,"Dem","Obama",29272,66.9013118800567,43754,8.53350560877301,-8.94981824548882,0.416312636715821,-0.646798007039365,-5124,-17.4833238542618,-283,-0.646798007039356,3,"Mostly Dem","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"Dominion","Mostly optical scanners","34751","84.28%","13,525","14,160",1602,"29,287",-635,"-21.25%","8.71%","253.64%","-4.46%","46.18%","48.35%","5.47%","0.99%",0,1,1,"17,175","13,026","453","30,654","56.03%","42.49%","1.48%","1.00%",1,1,56615,43763,56833,22.7,96.2,1.4,613,93.8,41050,2713,21.3,9322,15.1,67,3.7,57922,74.2
"156",156,"Crawford",2008,4987,62.4859040220524,2830,35.4592156371382,164,2.05488034080942,-2157,-27.0266883849142,"Dem","Obama",7981,61.5390546688257,12969,7.44393688645714,-8.04474464185459,0.600807755397435,-3.68571208265865,-1181,-15.4886815283117,-478,-3.68571208265865,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","9238","83.11%","3,426","3,844",408,"7,678",-418,"-25.99%","25.33%","237.19%","-1.78%","44.62%","50.07%","5.31%","0.26%",0,1,2,"4,629","3,067","121","7,817","59.22%","39.24%","1.55%","0.25%",1,2,16392,12933,16644,21.1,96.5,2,259,95.6,12364,569,15.4,1992,21.7,47.8,5.5,42235,29.2
"157",157,"Dane",2008,205984,72.801557932982,73065,25.8235874163689,3890,1.37485465064908,-132919,-46.9779705166131,"Dem","Obama",282939,73.2380257190781,386328,6.78417956514841,-7.12785452143215,0.34367495628374,2.24938394317782,-42236,-13.9120340865806,8690,2.24938394317782,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","378210","80.57%","217,506","71,270",15953,"304,729",146236,"0.66%","-14.79%","257.21%","0.18%","71.38%","23.39%","5.24%","10.35%",1,0,1,"216,071","83,644","4,466","304,181","71.03%","27.50%","1.47%","9.91%",1,1,516284,406832,488073,21.2,86.4,5.4,21969,81.1,329941,76891,46.6,189584,4.3,15,1.1,61721,407.7
"158",158,"Dodge",2008,19183,44.7960208299278,23015,53.7444831048736,625,1.45949606519861,3832,8.94846227494571,"Rep","McCain",42823,61.7143927711885,69389,7.15166861051247,-7.60746565008855,0.455797039576089,-2.18046087996656,-6679,-14.759134260601,-1513,-2.18046087996657,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","50327","85.08%","13,968","26,643",2207,"42,818",-12675,"-25.55%","5.68%","328.54%","-3.75%","32.62%","62.22%","5.15%","1.45%",0,0,2,"18,762","25,211","515","44,488","42.17%","56.67%","1.16%","1.45%",0,2,88574,70062,88759,20.9,95,3,2102,90.9,63686,6376,15.8,11070,10,30.3,5.3,53075,101.4
"159",159,"Door",2008,10142,58.0172758995481,7112,40.6841713860763,227,1.29855271437561,-3030,-17.3331045134718,"Dem","Obama",17481,76.4129912138829,22877,10.1812459412838,-10.2563122912434,0.0750663499596225,-0.0437120251781096,-3573,-20.4375582325273,-10,-0.0437120251781265,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","20530","84.74%","8,026","8,584",788,"17,398",-558,"-14.22%","5.70%","308.29%","-1.54%","46.13%","49.34%","4.53%","0.59%",0,1,1,"9,357","8,121","193","17,671","52.95%","45.96%","1.09%","0.58%",1,2,27766,22990,27785,17.2,97.1,0.6,138,94.6,21749,1241,29,6667,17.5,157.7,2.4,50438,57.6
"160",160,"Douglas",2008,15830,65.7774453585972,7835,32.5563034987119,401,1.66625114269093,-7995,-33.2211418598853,"Dem","Obama",24066,69.0222846817908,34867,0.120558869535373,-0.984808979947744,0.864250110412377,-3.21507442567471,94,-1.10536784948312,-1121,-3.21507442567471,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","27136","81.75%","11,342","9,657",1186,"22,185",1685,"-23.69%","25.33%","263.80%","-3.10%","51.12%","43.53%","5.35%","0.75%",1,0,1,"14,863","7,705","326","22,894","64.92%","33.66%","1.42%","0.75%",1,1,43698,34521,44159,21,93.1,1.2,414,92.1,31794,2727,21.7,7491,11.7,76.8,3.6,45418,33.9
