"muni_county_2016","hindi","MCD_FIPS"
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"CITY OF OSHKOSH WINNEBAGO","71266",5513960500
"TOWN OF ARPIN WOOD","72002",5514103050
"TOWN OF AUBURNDALE WOOD","72004",5514103800
"TOWN OF CAMERON WOOD","72006",5514112275
"TOWN OF CARY WOOD","72008",5514112775
"TOWN OF CRANMOOR WOOD","72010",5514117525
"TOWN OF DEXTER WOOD","72012",5514120075
"TOWN OF GRAND RAPIDS WOOD","72014",5514130125
"TOWN OF HANSEN WOOD","72016",5514132575
"TOWN OF HILES WOOD","72018",5514134675
"TOWN OF LINCOLN WOOD","72020",5514144550
"TOWN OF MARSHFIELD WOOD","72022",5514149700
"TOWN OF MILLADORE WOOD","72024",5514151900
"TOWN OF PORT EDWARDS WOOD","72026",5514164200
"TOWN OF REMINGTON WOOD","72028",5514167000
"TOWN OF RICHFIELD WOOD","72030",5514167500
"TOWN OF ROCK WOOD","72032",5514168625
"TOWN OF RUDOLPH WOOD","72034",5514170025
"TOWN OF SARATOGA WOOD","72036",5514171600
"TOWN OF SENECA WOOD","72038",5514172575
"TOWN OF SHERRY WOOD","72040",5514173475
"TOWN OF SIGEL WOOD","72042",5514173900
"TOWN OF WOOD WOOD","72044",5514188575
"VILLAGE OF ARPIN WOOD","72100",5514103025
"VILLAGE OF AUBURNDALE WOOD","72101",5514103775
"VILLAGE OF BIRON WOOD","72106",5514107650
"VILLAGE OF HEWITT WOOD","72122",5514134250
"VILLAGE OF MILLADORE WOOD","72151",5514151875
"VILLAGE OF PORT EDWARDS WOOD","72171",5514164175
"VILLAGE OF RUDOLPH WOOD","72178",5514170000
"VILLAGE OF VESPER WOOD","72186",5514182650
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF MARSHFIELD WOOD","72251",5514149675
"CITY OF NEKOOSA WOOD","72261",5514155875
"CITY OF PITTSVILLE WOOD","72271",5514163100
"CITY OF WISCONSIN RAPIDS WOOD","72291",5514188200
"CITY OF WISCONSIN RAPIDS WOOD","72291",5514188200
"CITY OF WISCONSIN RAPIDS WOOD","72291",5514188200
