"","X","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality.1","county.1","hand","os.use","tch.use","bmd.use"
"767",767,"TOWN OF JUMP RIVER TAYLOR",44,31.4285714285714,4,140,2.85714285714286,187,92,65.7142857142857,55,4,129,70,68.9839572192513,42.6356589147287,54.2635658914729,3.10077519379845,-11,22,0,-11.2070874861573,11.4507198228128,-0.243632336655593,74.8663101604278,5.88235294117646,0,0,"TAYLOR","TOWN OF JUMP RIVER","TOWN OF JUMP RIVER WARD 1",0,NA,NA,NA,"TOWN OF JUMP RIVER TAYLOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5511938627,1,177,"Wisconsin","Taylor Town","Jump River","DRE-Touchscreen","Yes","Town","TOWN OF JUMP RIVER","TAYLOR",1,0,1,0
"768",768,"TOWN OF KAUKAUNA OUTAGAMIE",192,26.4462809917355,27,726,3.71900826446281,864,507,69.8347107438017,276,9,718,433,83.1018518518518,38.4401114206128,60.3064066852368,1.25348189415042,-84,74,18,-11.9938304288773,9.52830405856488,2.46552637031239,84.0277777777778,0.925925925925938,0,0,"OUTAGAMIE","TOWN OF KAUKAUNA","TOWN OF KAUKAUNA WARDS 1-3",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF KAUKAUNA OUTAGAMIE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5508738825,1,809,"Wisconsin","Outagamie Town","Kaukauna","DRE-Touchscreen","Yes","Town","TOWN OF KAUKAUNA","OUTAGAMIE",0,1,1,0
"769",769,"TOWN OF KELLY BAYFIELD",97,37.4517374517375,15,259,5.79150579150579,282,147,56.7567567567568,141,3,251,107,89.0070921985816,56.1752988047809,42.6294820717131,1.19521912350598,-44,40,12,-18.7235613530434,14.1272746850436,4.59628666799982,91.8439716312057,2.83687943262412,0,1,"BAYFIELD","TOWN OF KELLY","TOWN OF KELLY WARD 1",0,NA,NA,NA,"TOWN OF KELLY BAYFIELD",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500739025,1,283,"Wisconsin","Bayfield Town","Kelly","Ballot Marking Device or System","Yes","Town","TOWN OF KELLY","BAYFIELD",1,0,0,1
"770",770,"TOWN OF KENDALL LAFAYETTE",57,32.7586206896552,5,174,2.8735632183908,232,112,64.367816091954,93,4,183,86,78.8793103448276,50.8196721311475,46.9945355191257,2.18579234972678,-36,26,1,-18.0610514414924,17.3732805728283,0.687770868664028,75,-3.87931034482759,0,1,"LAFAYETTE","TOWN OF KENDALL","TOWN OF KENDALL WARD 1",0,NA,NA,NA,"TOWN OF KENDALL LAFAYETTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5506539125,1,228,"Wisconsin","Lafayette Town","Kendall","DRE-Touchscreen","Yes","Town","TOWN OF KENDALL","LAFAYETTE",1,0,1,0
"771",771,"TOWN OF KENNAN PRICE",55,33.1325301204819,7,166,4.21686746987952,223,104,62.6506024096386,94,2,176,80,78.9237668161435,53.4090909090909,45.4545454545455,1.13636363636364,-39,24,5,-20.276560788609,17.1960569550931,3.08050383351588,74.4394618834081,-4.48430493273543,0,1,"PRICE","TOWN OF KENNAN","TOWN OF KENNAN WARD 1",0,NA,NA,NA,"TOWN OF KENNAN PRICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5509939200,1,204,"Wisconsin","Price Town","Kennan","DRE-Touchscreen","Yes","Town","TOWN OF KENNAN","PRICE",1,0,1,0
"772",772,"TOWN OF KEWASKUM WASHINGTON",145,20.3651685393258,41,712,5.75842696629214,823,526,73.876404494382,189,5,702,508,85.2976913730255,26.9230769230769,72.3646723646724,0.712250712250712,-44,18,36,-6.55790838375108,1.51173212970964,5.04617625404142,86.5127582017011,1.21506682867557,0,0,"WASHINGTON","TOWN OF KEWASKUM","TOWN OF KEWASKUM WARD 1-2",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF KEWASKUM WASHINGTON",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5513139325,1,772,"Wisconsin","Washington Town","Kewaskum","Optical Scan","Yes","Town","TOWN OF KEWASKUM","WASHINGTON",0,1,0,1
"773",773,"TOWN OF KEYSTONE BAYFIELD",83,42.1319796954315,10,197,5.0761421319797,228,104,52.7918781725888,121,4,212,87,92.9824561403509,57.0754716981132,41.0377358490566,1.88679245283019,-38,17,6,-14.9434920026817,11.7541423235322,3.18934967914951,86.4035087719298,-6.57894736842105,0,1,"BAYFIELD","TOWN OF KEYSTONE","TOWN OF KEYSTONE WARD 1",0,NA,NA,NA,"TOWN OF KEYSTONE BAYFIELD",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500739425,1,232,"Wisconsin","Bayfield Town","Keystone","Ballot Marking Device or System","Yes","Town","TOWN OF KEYSTONE","BAYFIELD",1,0,0,1
"774",774,"TOWN OF KICKAPOO VERNON",121,45.3183520599251,14,267,5.2434456928839,320,132,49.438202247191,163,7,281,111,87.8125,58.0071174377224,39.5017793594306,2.49110320284698,-42,21,7,-12.6887653777973,9.9364228877604,2.75234249003692,83.4375,-4.375,0,1,"VERNON","TOWN OF KICKAPOO","TOWN OF KICKAPOO WARD 1",0,NA,NA,NA,"TOWN OF KICKAPOO VERNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512339475,1,324,"Wisconsin","Vernon Town","Kickapoo","DRE-Touchscreen","Yes","Town","TOWN OF KICKAPOO","VERNON",1,0,1,0
"775",775,"TOWN OF KILDARE JUNEAU",101,32.6860841423948,19,309,6.14886731391586,376,189,61.1650485436893,177,3,325,145,86.436170212766,54.4615384615385,44.6153846153846,0.923076923076923,-76,44,16,-21.7754543191436,16.5496639283047,5.22579039083893,82.1808510638298,-4.25531914893617,0,1,"JUNEAU","TOWN OF KILDARE","TOWN OF KILDARE WARD 1",0,NA,NA,NA,"TOWN OF KILDARE JUNEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505739575,1,381,"Wisconsin","Juneau Town","Kildare","DRE-Touchscreen","Yes","Town","TOWN OF KILDARE","JUNEAU",1,0,1,0
"776",776,"TOWN OF KIMBALL IRON",112,38.0952380952381,11,294,3.74149659863946,364,171,58.1632653061224,156,8,319,155,87.6373626373626,48.9028213166144,48.58934169279,2.50783699059561,-44,16,3,-10.8075832213763,9.57392361333248,1.23365960804384,80.7692307692308,-6.86813186813187,0,1,"IRON","TOWN OF KIMBALL","TOWN OF KIMBALL WARD 1",0,NA,NA,NA,"TOWN OF KIMBALL IRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505139625,1,343,"Wisconsin","Iron Town","Kimball","DRE-Touchscreen","Yes","Town","TOWN OF KIMBALL","IRON",1,0,1,0
"777",777,"TOWN OF KING LINCOLN",234,38.3606557377049,32,610,5.24590163934426,711,344,56.3934426229508,290,6,596,300,83.8255977496484,48.6577181208054,50.3355704697987,1.00671140939597,-56,44,26,-10.2970623831005,6.05787215315215,4.23919022994829,85.7946554149086,1.96905766526021,0,0,"LINCOLN","TOWN OF KING","TOWN OF KING WARDS 1-2",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF KING LINCOLN",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506939675,1,663,"Wisconsin","Lincoln Town","King","Optical Scan","Yes","Town","TOWN OF KING","LINCOLN",0,1,0,1
"778",778,"TOWN OF KINGSTON GREEN LAKE",60,20.6896551724138,28,290,9.6551724137931,341,202,69.6551724137931,109,1,293,183,85.9237536656891,37.2013651877133,62.457337883959,0.341296928327645,-49,19,27,-16.5117100152995,7.19783452983405,9.31387548546546,85.0439882697947,-0.879765395894424,0,0,"GREEN LAKE","TOWN OF KINGSTON","TOWN OF KINGSTON WARDS 1-2",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","TOWN OF KINGSTON GREEN LAKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504739775,1,344,"Wisconsin","Green Lake Town","Kingston","DRE-Touchscreen","Yes","Town","TOWN OF KINGSTON","GREEN LAKE",0,1,1,0
"779",779,"TOWN OF KINGSTON JUNEAU",2,10,0,20,0,27,18,90,5,1,22,16,81.4814814814815,22.7272727272727,72.7272727272727,4.54545454545455,-3,2,-1,-12.7272727272727,17.2727272727273,-4.54545454545455,74.0740740740741,-7.4074074074074,0,0,"JUNEAU","TOWN OF KINGSTON","TOWN OF KINGSTON WARD 1",0,NA,NA,NA,"TOWN OF KINGSTON JUNEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505739800,1,30,"Wisconsin","Juneau Town","Kingston","DRE-Touchscreen","Yes","Town","TOWN OF KINGSTON","JUNEAU",1,0,1,0
"780",780,"TOWN OF KINNICKINNIC ST. CROIX",419,39.3427230046948,85,1065,7.981220657277,1315,561,52.6760563380282,464,18,1067,585,81.1406844106464,43.4864104967198,54.8266166822868,1.68697282099344,-45,-24,67,-4.14368749202494,-2.15056034425862,6.29424783628356,80.9885931558935,-0.152091254752847,0,0,"ST. CROIX","TOWN OF KINNICKINNIC","TOWN OF KINNICKINNIC WARDS 1-3",1,"Dominion","Dominion (Premier)/Command Central-Accuvote-OS","Dominion (Sequoia)/Command Central-Edge","TOWN OF KINNICKINNIC ST. CROIX",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510939825,1,1209,"Wisconsin","St. Croix Town","Kinnickinnic","Ballot Marking Device or System","Yes","Town","TOWN OF KINNICKINNIC","ST. CROIX",0,1,0,1
"781",781,"TOWN OF KNAPP JACKSON",47,24.7368421052632,2,190,1.05263157894737,222,141,74.2105263157895,56,3,159,100,71.6216216216216,35.2201257861635,62.8930817610063,1.88679245283019,-9,41,-1,-10.4832836809004,11.3174445547832,-0.83416087388282,85.5855855855856,13.963963963964,0,0,"JACKSON","TOWN OF KNAPP","TOWN OF KNAPP WARD 1",0,NA,NA,NA,"TOWN OF KNAPP JACKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505340000,1,202,"Wisconsin","Jackson Town","Knapp","Hand Counted Paper Ballots","Yes","Town","TOWN OF KNAPP","JACKSON",1,0,1,0
"782",782,"TOWN OF KNIGHT IRON",38,36.8932038834951,8,103,7.76699029126214,153,57,55.3398058252427,62,4,131,65,85.6209150326797,47.3282442748092,49.618320610687,3.05343511450382,-24,-8,4,-10.435040391314,5.72148521455569,4.71355517675832,67.3202614379085,-18.3006535947712,0,0,"IRON","TOWN OF KNIGHT","TOWN OF KNIGHT WARD 1",0,NA,NA,NA,"TOWN OF KNIGHT IRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505140075,1,151,"Wisconsin","Iron Town","Knight","Hand Counted Paper Ballots","Yes","Town","TOWN OF KNIGHT","IRON",1,0,1,0
"783",783,"TOWN OF KNOWLTON MARATHON",409,35.8143607705779,48,1142,4.2031523642732,1291,685,59.9824868651489,462,8,1119,649,86.6769945778466,41.2868632707775,57.9982126899017,0.714924039320822,-53,36,40,-5.47250250019955,1.98427417524717,3.48822832495238,88.4585592563904,1.78156467854376,0,0,"MARATHON","TOWN OF KNOWLTON","TOWN OF KNOWLTON WARD 1-3",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF KNOWLTON MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507340150,1,1309,"Wisconsin","Marathon Town","Knowlton","Optical Scan","Yes","Town","TOWN OF KNOWLTON","MARATHON",0,1,0,1
"784",784,"TOWN OF KNOX PRICE",64,38.5542168674699,8,166,4.81927710843374,219,94,56.6265060240964,102,4,179,73,81.7351598173516,56.9832402234637,40.7821229050279,2.23463687150838,-38,21,4,-18.4290233559938,15.8443831190685,2.58464023692536,75.7990867579909,-5.93607305936074,0,1,"PRICE","TOWN OF KNOX","TOWN OF KNOX WARD 1",0,NA,NA,NA,"TOWN OF KNOX PRICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5509940175,1,209,"Wisconsin","Price Town","Knox","DRE-Touchscreen","Yes","Town","TOWN OF KNOX","PRICE",1,0,1,0
"785",785,"TOWN OF KOMENSKY JACKSON",114,74.025974025974,12,154,7.79220779220779,172,28,18.1818181818182,122,0,140,18,81.3953488372093,87.1428571428571,12.8571428571429,0,-8,10,12,-13.1168831168831,5.32467532467533,7.79220779220779,89.5348837209302,8.13953488372094,1,1,"JACKSON","TOWN OF KOMENSKY","TOWN OF KOMENSKY WARD 1",0,NA,NA,NA,"TOWN OF KOMENSKY JACKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505340325,1,166,"Wisconsin","Jackson Town","Komensky","DRE-Touchscreen","Yes","Town","TOWN OF KOMENSKY","JACKSON",1,0,1,0
"786",786,"TOWN OF KOSHKONONG JEFFERSON",770,36.5275142314991,127,2108,6.02466793168881,2408,1211,57.4478178368121,972,25,2168,1171,90.0332225913621,44.8339483394834,54.0129151291513,1.15313653136531,-202,40,102,-8.30643410798434,3.43490270766085,4.87153140032349,87.5415282392027,-2.49169435215947,0,0,"JEFFERSON","TOWN OF KOSHKONONG","TOWN OF KOSHKONONG WARDS 1,6",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF KOSHKONONG JEFFERSON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505540375,2,2408,"Wisconsin","Jefferson Town","Koshkonong","Ballot Marking Device or System","Yes","Town","TOWN OF KOSHKONONG","JEFFERSON",0,1,0,1
