OBJECTID,GEOID,B03001e1,B03001m1,B03001e2,B03001m2,B03001e3,B03001m3,B03001e4,B03001m4,B03001e5,B03001m5,B03001e6,B03001m6,B03001e7,B03001m7,B03001e8,B03001m8,B03001e9,B03001m9,B03001e10,B03001m10,B03001e11,B03001m11,B03001e12,B03001m12,B03001e13,B03001m13,B03001e14,B03001m14,B03001e15,B03001m15,B03001e16,B03001m16,B03001e17,B03001m17,B03001e18,B03001m18,B03001e19,B03001m19,B03001e20,B03001m20,B03001e21,B03001m21,B03001e22,B03001m22,B03001e23,B03001m23,B03001e24,B03001m24,B03001e25,B03001m25,B03001e26,B03001m26,B03001e27,B03001m27,B03001e28,B03001m28,B03001e29,B03001m29,B03001e30,B03001m30,B03001e31,B03001m31,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3
58,06000US5500548825,938,96,931,97,7,7,7,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,938,96,931,97,896,90,11,15,2,3,2,3,0,9,0,9,20,19,0,9,20,19,7,7,5,7,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,938,96,931,97,7,7
59,06000US5500548950,641,116,631,109,10,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,10,18,0,9,0,9,0,9,10,18,641,116,631,109,525,87,0,9,86,46,0,9,0,9,0,9,20,27,0,9,20,27,10,18,0,9,0,9,0,9,0,9,0,9,10,18,0,9,0,9,0,9,641,116,631,109,10,18
60,06000US5500556350,23,18,23,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,23,18,23,18,23,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,23,18,23,18,0,9
61,06000US5500558950,910,94,882,100,28,38,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,28,38,0,9,0,9,0,9,0,9,0,9,0,9,28,38,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,910,94,882,100,850,93,0,9,12,9,18,24,0,9,0,9,2,3,0,9,2,3,28,38,0,9,0,9,0,9,0,9,0,9,28,38,0,9,0,9,0,9,910,94,882,100,28,38
62,06000US5500565150,485,73,443,64,42,32,41,32,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,485,73,443,64,439,64,1,2,0,9,0,9,0,9,0,9,3,4,0,9,3,4,42,32,26,24,0,9,0,9,0,9,0,9,16,16,0,9,0,9,0,9,485,73,443,64,42,32
63,06000US5500565175,698,109,698,109,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,698,109,698,109,651,116,0,9,0,9,3,4,0,9,0,9,44,38,0,9,44,38,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,698,109,698,109,0,9
64,06000US5500565200,1509,138,1474,137,35,40,35,40,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1509,138,1474,137,1404,134,0,9,0,9,3,6,0,9,0,9,67,49,0,9,67,49,35,40,35,40,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1509,138,1474,137,35,40
65,06000US5500567350,8355,20,8286,74,69,70,68,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,1,3,0,12,0,12,8355,20,8286,74,8091,108,8,8,63,36,46,37,0,12,0,12,78,77,0,12,78,77,69,70,69,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8355,20,8286,74,69,70
66,06000US5500567375,3079,19,2962,124,117,124,108,122,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,9,18,0,9,0,9,0,9,9,18,3079,19,2962,124,2949,131,0,9,13,17,0,9,0,9,0,9,0,9,0,9,0,9,117,124,117,124,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3079,19,2962,124,117,124
67,06000US5500574125,677,126,677,126,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,677,126,677,126,672,128,0,9,0,9,0,9,0,9,5,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,677,126,677,126,0,9
68,06000US5500576550,649,119,649,119,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,649,119,649,119,632,110,3,10,0,9,0,9,0,9,0,9,14,23,0,9,14,23,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,649,119,649,119,0,9
69,06000US5500576600,2538,46,2515,58,23,31,3,5,20,31,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2538,46,2515,58,2420,79,0,9,5,8,56,61,0,9,0,9,34,35,0,9,34,35,23,31,3,5,0,9,0,9,0,9,0,9,20,31,0,9,0,9,0,9,2538,46,2515,58,23,31
70,06000US5500578450,709,93,698,91,11,14,5,8,6,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,709,93,698,91,695,91,0,9,0,9,0,9,0,9,0,9,3,10,0,9,3,10,11,14,10,12,0,9,0,9,0,9,0,9,0,9,1,3,0,9,1,3,709,93,698,91,11,14
71,06000US5500581075,1064,193,936,153,128,117,128,117,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1064,193,936,153,804,123,63,98,46,34,14,14,0,9,0,9,9,13,0,9,9,13,128,117,39,41,0,9,0,9,0,9,0,9,89,114,0,9,0,9,0,9,1064,193,936,153,128,117
72,06000US5500581100,583,97,583,97,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,583,97,583,97,573,97,0,9,0,9,3,4,0,9,0,9,7,8,0,9,7,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,583,97,583,97,0,9
73,06000US5500582375,627,91,627,91,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,627,91,627,91,610,88,6,10,9,12,0,9,0,9,0,9,2,2,0,9,2,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,627,91,627,91,0,9
74,06000US5500700000,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
75,06000US5500703225,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
76,06000US5500704725,792,114,787,114,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,792,114,787,114,769,113,0,9,12,9,2,4,0,9,0,9,4,7,0,9,4,7,5,6,0,9,0,9,0,9,0,9,0,9,5,6,0,9,0,9,0,9,792,114,787,114,5,6
77,06000US5500704750,812,108,801,107,11,11,0,9,0,9,11,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,812,108,801,107,791,107,7,9,3,3,0,9,0,9,0,9,0,9,0,9,0,9,11,11,0,9,0,9,0,9,0,9,0,9,11,11,0,9,0,9,0,9,812,108,801,107,11,11
78,06000US5500705350,544,99,525,99,19,14,11,13,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,0,9,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,544,99,525,99,361,75,30,32,98,48,7,6,0,9,0,9,29,17,0,9,29,17,19,14,8,7,0,9,11,13,0,9,0,9,0,9,0,9,0,9,0,9,544,99,525,99,19,14
79,06000US5500705375,746,111,746,111,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,746,111,746,111,585,88,28,20,121,56,0,9,0,9,0,9,12,9,0,9,12,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,746,111,746,111,0,9
80,06000US5500705475,421,61,413,59,8,13,8,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,421,61,413,59,365,50,0,9,32,18,5,6,0,9,0,9,11,12,0,9,11,12,8,13,0,9,0,9,0,9,0,9,0,9,3,5,5,9,0,9,5,9,421,61,413,59,8,13
81,06000US5500706200,232,40,226,38,6,5,0,9,6,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,232,40,226,38,222,39,0,9,0,9,0,9,0,9,4,6,0,9,0,9,0,9,6,5,6,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,232,40,226,38,6,5
82,06000US5500711675,821,111,816,109,5,7,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,821,111,816,109,748,88,13,15,49,55,0,9,0,9,0,9,6,6,0,9,6,6,5,7,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,821,111,816,109,5,7
83,06000US5500715750,214,36,214,36,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,214,36,214,36,203,35,0,9,6,4,0,9,0,9,0,9,5,5,0,9,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,214,36,214,36,0,9
84,06000US5500719662,260,43,260,43,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,260,43,260,43,252,46,0,9,0,9,0,9,0,9,0,9,8,7,0,9,8,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,260,43,260,43,0,9
85,06000US5500720887,480,59,480,59,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,480,59,480,59,466,59,0,9,2,3,4,4,0,9,0,9,8,15,0,9,8,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,480,59,480,59,0,9
86,06000US5500722925,672,91,668,91,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,0,9,0,9,4,5,672,91,668,91,642,86,0,9,6,7,1,2,0,9,0,9,19,13,0,9,19,13,4,5,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,672,91,668,91,4,5
87,06000US5500730175,507,95,495,94,12,10,3,5,9,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,507,95,495,94,475,90,0,9,11,10,0,9,0,9,0,9,9,10,0,9,9,10,12,10,12,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,507,95,495,94,12,10
88,06000US5500736300,515,76,497,73,18,18,9,10,0,9,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,7,0,9,0,9,0,9,4,7,515,76,497,73,458,72,3,4,8,8,2,3,0,9,0,9,26,28,0,9,26,28,18,18,13,13,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,515,76,497,73,18,18
89,06000US5500737200,1080,131,1080,131,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1080,131,1080,131,1032,132,0,9,28,18,4,4,0,9,0,9,16,9,0,9,16,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1080,131,1080,131,0,9
90,06000US5500739025,398,56,388,52,10,13,10,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,398,56,388,52,371,49,0,9,12,12,1,2,0,9,0,9,4,5,0,9,4,5,10,13,10,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,398,56,388,52,10,13
91,06000US5500739425,280,54,280,54,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,280,54,280,54,272,52,0,9,4,4,0,9,0,9,0,9,4,6,0,9,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,280,54,280,54,0,9
92,06000US5500744275,244,40,234,39,10,10,10,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,244,40,234,39,233,39,0,9,0,9,0,9,0,9,0,9,1,2,0,9,1,2,10,10,10,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,244,40,234,39,10,10
93,06000US5500749900,76,30,76,30,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,76,30,76,30,67,28,0,9,9,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,76,30,76,30,0,9
94,06000US5500749925,362,67,322,50,40,50,40,50,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,362,67,322,50,305,46,0,9,9,11,0,9,0,9,2,5,6,11,0,9,6,11,40,50,40,50,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,362,67,322,50,40,50
95,06000US5500755375,255,38,252,37,3,4,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,255,38,252,37,252,37,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,255,38,252,37,3,4
96,06000US5500760275,136,30,133,29,3,4,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,136,30,133,29,126,28,2,3,1,2,0,9,0,9,0,9,4,5,0,9,4,5,3,4,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,136,30,133,29,3,4
97,06000US5500760775,496,44,496,44,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,496,44,496,44,482,44,0,9,1,2,0,9,0,9,0,9,13,7,0,9,13,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,496,44,496,44,0,9
98,06000US5500762700,237,44,226,39,11,12,11,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,237,44,226,39,220,38,3,4,0,9,0,9,0,9,0,9,3,5,0,9,3,5,11,12,0,9,0,9,0,9,0,9,0,9,0,9,11,12,0,9,11,12,237,44,226,39,11,12
99,06000US5500764512,370,49,352,44,18,18,15,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,370,49,352,44,349,44,0,9,0,9,0,9,0,9,0,9,3,3,0,9,3,3,18,18,18,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,370,49,352,44,18,18
100,06000US5500770300,1262,113,1254,115,8,11,0,9,7,11,0,9,0,9,1,3,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1262,113,1254,115,238,54,2,3,932,102,27,22,0,9,2,3,53,19,0,9,53,19,8,11,0,9,0,9,7,11,0,9,0,9,1,3,0,9,0,9,0,9,1262,113,1254,115,8,11
101,06000US5500780750,212,39,212,39,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,212,39,212,39,200,38,0,9,5,7,1,2,0,9,0,9,6,6,2,3,4,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,212,39,212,39,0,9
102,06000US5500783525,2094,178,2068,177,26,18,10,12,8,10,0,9,8,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2094,178,2068,177,1883,170,4,6,112,41,13,10,0,9,0,9,56,30,0,9,56,30,26,18,15,13,0,9,1,2,0,9,0,9,10,12,0,9,0,9,0,9,2094,178,2068,177,26,18
103,06000US5500783550,532,87,528,87,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,532,87,528,87,485,75,0,9,23,27,0,9,0,9,0,9,20,19,0,9,20,19,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,532,87,528,87,4,6
104,06000US5500901150,13947,34,13281,251,666,247,435,248,133,147,11,16,0,14,15,22,0,14,15,22,0,14,0,14,0,14,0,14,0,14,15,25,0,14,0,14,15,25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,57,55,26,43,17,28,0,14,14,21,13947,34,13281,251,11554,649,787,547,340,177,327,193,0,14,67,104,206,131,12,14,194,131,666,247,450,218,5,9,0,14,0,14,0,14,211,173,0,14,0,14,0,14,13947,34,13281,251,666,247
105,06000US5500903425,17082,64,16687,229,395,229,213,206,0,14,0,14,107,156,12,19,0,14,0,14,0,14,0,14,0,14,12,19,0,14,29,51,0,14,0,14,0,14,0,14,0,14,29,51,0,14,0,14,0,14,0,14,34,52,0,14,0,14,0,14,34,52,17082,64,16687,229,15112,368,242,180,337,168,576,249,0,14,0,14,420,158,14,20,406,158,395,229,296,203,39,58,0,14,0,14,0,14,32,31,28,45,0,14,28,45,17082,64,16687,229,395,229
106,06000US5500906350,15048,26,13712,560,1336,558,871,536,333,225,0,14,0,14,67,116,0,14,0,14,67,116,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,65,85,0,14,0,14,0,14,65,85,15048,26,13712,560,12710,679,50,52,11,17,701,458,0,14,0,14,240,132,14,23,226,131,1336,558,507,406,0,14,0,14,0,14,0,14,577,400,252,211,148,168,104,134,15048,26,13712,560,1336,558
107,06000US5500919700,2080,193,2052,195,28,24,28,24,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2080,193,2052,195,1992,182,5,10,23,22,0,9,0,9,0,9,32,42,0,9,32,42,28,24,24,23,0,9,0,9,0,9,0,9,4,7,0,9,0,9,0,9,2080,193,2052,195,28,24
108,06000US5500919775,24366,28,23317,407,1049,412,469,285,320,340,135,166,16,27,71,98,0,16,0,16,59,97,0,16,12,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,38,57,35,57,0,16,0,16,3,7,24366,28,23317,407,21868,510,198,147,285,171,423,203,0,16,17,30,526,293,10,16,516,293,1049,412,405,220,384,386,33,56,12,16,0,16,148,158,67,66,29,34,38,57,24366,28,23317,407,1049,412
109,06000US5500922225,1431,145,1401,142,30,31,30,31,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1431,145,1401,142,1401,142,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,30,31,30,31,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1431,145,1401,142,30,31
110,06000US5500929550,1240,182,1235,182,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,7,0,9,0,9,0,9,5,7,1240,182,1235,182,1232,181,0,9,0,9,3,7,0,9,0,9,0,9,0,9,0,9,5,7,0,9,0,9,0,9,0,9,0,9,5,7,0,9,0,9,0,9,1240,182,1235,182,5,7
111,06000US5500931000,104847,82,90188,624,14659,608,10809,784,1248,429,215,219,64,82,1327,503,0,20,530,406,268,188,111,105,207,198,211,162,0,20,247,129,13,20,0,20,47,71,52,39,0,20,0,20,44,42,0,20,91,85,0,20,749,362,65,57,118,138,0,20,566,325,104847,82,90188,624,75638,1164,3707,572,2991,425,4447,438,8,15,244,321,3153,617,15,21,3138,614,14659,608,7386,1022,100,72,428,170,72,43,19,24,5440,1214,1214,302,719,237,495,188,104847,82,90188,624,14659,608
112,06000US5500931025,2082,200,2075,199,7,10,3,5,0,9,0,9,0,9,4,8,0,9,0,9,4,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2082,200,2075,199,1974,164,0,9,0,9,95,145,0,9,0,9,6,9,0,9,6,9,7,10,0,9,0,9,0,9,0,9,0,9,7,10,0,9,0,9,0,9,2082,200,2075,199,7,10
113,06000US5500935150,7356,21,7336,42,20,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,34,0,12,0,12,0,12,0,12,20,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7356,21,7336,42,6000,429,0,12,994,414,65,56,0,12,0,12,277,236,0,12,277,236,20,34,20,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7356,21,7336,42,20,34
114,06000US5500935325,1453,115,1453,115,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1453,115,1453,115,1447,116,3,5,0,9,0,9,0,9,0,9,3,4,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1453,115,1453,115,0,9
