"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit"
"3053","VILLAGE OF DANE DANE","VILLAGE-OF-DANE-WARD-1-DANE","VILLAGE OF DANE WARD 1 DANE","VILLAGE OF DANE","DANE",268,48.5507246376812,46,552,8.33333333333333,238,43.1159420289855,323,3,548,222,58.9416058394161,40.5109489051095,0.547445255474453,-55,16,43,-10.3908812017349,2.60499312387602,7.78588807785888,1,1,"DANE","VILLAGE OF DANE","VILLAGE OF DANE WARD 1 DANE"
"3054","VILLAGE OF DARIEN WALWORTH","VILLAGE-OF-DARIEN-WARD-1-2-WALWORTH","VILLAGE OF DARIEN WARD 1-2 WALWORTH","VILLAGE OF DARIEN","WALWORTH",250,37.202380952381,51,672,7.58928571428571,371,55.2083333333333,355,6,689,328,51.5239477503628,47.6052249637155,0.870827285921626,-105,43,45,-14.3215667979819,7.60310836961781,6.71845842836409,0,1,"WALWORTH","VILLAGE OF DARIEN","VILLAGE OF DARIEN WARD 1-2 WALWORTH"
"3055","VILLAGE OF DE SOTO VERNON","VILLAGE-OF-DE-SOTO-WARD-1-VERNON","VILLAGE OF DE SOTO WARD 1 VERNON","VILLAGE OF DE SOTO","VERNON",50,40,7,125,5.6,68,54.4,64,0,114,50,56.140350877193,43.859649122807,0,-14,18,7,-16.140350877193,10.540350877193,5.6,0,1,"VERNON","VILLAGE OF DE SOTO","VILLAGE OF DE SOTO WARD 1 VERNON"
"3056","VILLAGE OF DE SOTO CRAWFORD","VILLAGE-OF-DE-SOTO-WARD-2-CRAWFORD","VILLAGE OF DE SOTO WARD 2 CRAWFORD","VILLAGE OF DE SOTO","CRAWFORD",29,61.7021276595745,0,47,0,18,38.2978723404255,34,0,54,20,62.962962962963,37.037037037037,0,-5,-2,0,-1.2608353033885,1.2608353033885,0,1,1,"CRAWFORD","VILLAGE OF DE SOTO","VILLAGE OF DE SOTO WARD 2 CRAWFORD"
"3057","VILLAGE OF DEER PARK ST. CROIX","VILLAGE-OF-DEER-PARK-WARD-1-ST.-CROIX","VILLAGE OF DEER PARK WARD 1 ST. CROIX","VILLAGE OF DEER PARK","ST. CROIX",21,18.75,9,112,8.03571428571429,82,73.2142857142857,37,3,113,73,32.7433628318584,64.6017699115044,2.65486725663717,-16,9,6,-13.9933628318584,8.61251580278129,5.38084702907712,0,0,"ST. CROIX","VILLAGE OF DEER PARK","VILLAGE OF DEER PARK WARD 1 ST. CROIX"
"3058","VILLAGE OF DEERFIELD DANE","VILLAGE-OF-DEERFIELD-WARD-1-3-DANE","VILLAGE OF DEERFIELD WARD 1-3 DANE","VILLAGE OF DEERFIELD","DANE",735,55.8086560364465,104,1317,7.89673500379651,478,36.294608959757,840,23,1297,434,64.7648419429453,33.4618350038551,1.77332305319969,-105,44,81,-8.9561859064988,2.83277395590198,6.12341195059682,1,1,"DANE","VILLAGE OF DEERFIELD","VILLAGE OF DEERFIELD WARD 1-3 DANE"
"3059","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-1-3-6-15-DANE","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE","VILLAGE OF DEFOREST","DANE",1306,55.955441302485,195,2334,8.3547557840617,833,35.6898029134533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3060","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-11-DANE","VILLAGE OF DEFOREST WARD 11 DANE","VILLAGE OF DEFOREST","DANE",280,59.9571734475375,29,467,6.20985010706638,158,33.8329764453961,313,6,488,169,64.1393442622951,34.6311475409836,1.22950819672131,-33,-11,23,-4.18217081475761,-0.798171095587463,4.98034191034507,1,1,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3061","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-2-DANE","VILLAGE OF DEFOREST WARD 2 DANE","VILLAGE OF DEFOREST","DANE",213,61.0315186246418,31,349,8.88252148997135,105,30.0859598853868,277,2,405,126,68.3950617283951,31.1111111111111,0.493827160493827,-64,-21,29,-7.36354310375323,-1.02515122572429,8.38869432947752,1,1,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3062","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-7-10-12-DANE","VILLAGE OF DEFOREST WARD 7-10,12 DANE","VILLAGE OF DEFOREST","DANE",1098,59.1276252019386,135,1857,7.26978998384491,624,33.6025848142165,1197,29,1882,656,63.6025504782147,34.8565356004251,1.54091392136026,-99,-32,106,-4.47492527627605,-1.25395078620861,5.72887606248466,1,1,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3063","VILLAGE OF DENMARK BROWN","VILLAGE-OF-DENMARK-WARD-1-3-BROWN","VILLAGE OF DENMARK WARDS 1-3 BROWN","VILLAGE OF DENMARK","BROWN",361,33.8014981273408,61,1068,5.71161048689139,646,60.4868913857678,521,13,1062,528,49.0583804143126,49.7175141242938,1.2241054613936,-160,118,48,-15.2568822869718,10.769377261474,4.48750502549779,0,0,"BROWN","VILLAGE OF DENMARK","VILLAGE OF DENMARK WARDS 1-3 BROWN"
"3064","VILLAGE OF DICKEYVILLE GRANT","VILLAGE-OF-DICKEYVILLE-WARD-1-2-GRANT","VILLAGE OF DICKEYVILLE WARDS 1-2 GRANT","VILLAGE OF DICKEYVILLE","GRANT",223,42.314990512334,30,527,5.69259962049336,274,51.9924098671727,291,10,562,261,51.779359430605,46.44128113879,1.77935943060498,-68,13,20,-9.46436891827102,5.55112872838264,3.91324018988838,0,1,"GRANT","VILLAGE OF DICKEYVILLE","VILLAGE OF DICKEYVILLE WARDS 1-2 GRANT"
"3065","VILLAGE OF DORCHESTER CLARK","VILLAGE-OF-DORCHESTER-WARD-1-CLARK","VILLAGE OF DORCHESTER WARD 1 CLARK","VILLAGE OF DORCHESTER","CLARK",79,26.3333333333333,24,300,8,197,65.6666666666667,112,4,292,176,38.3561643835616,60.2739726027397,1.36986301369863,-33,21,20,-12.0228310502283,5.39269406392693,6.63013698630137,0,0,"CLARK","VILLAGE OF DORCHESTER","VILLAGE OF DORCHESTER WARD 1 CLARK"
"3066","VILLAGE OF DORCHESTER MARATHON","VILLAGE-OF-DORCHESTER-WARD-2-MARATHON","VILLAGE OF DORCHESTER WARD 2 MARATHON","VILLAGE OF DORCHESTER","MARATHON",0,0,0,1,0,1,100,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,"MARATHON","VILLAGE OF DORCHESTER","VILLAGE OF DORCHESTER WARD 2 MARATHON"
"3067","VILLAGE OF DOUSMAN WAUKESHA","VILLAGE-OF-DOUSMAN-WARD-1-3-WAUKESHA","VILLAGE OF DOUSMAN WARDS 1-3 WAUKESHA","VILLAGE OF DOUSMAN","WAUKESHA",371,28.4291187739464,82,1305,6.28352490421456,852,65.2873563218391,413,8,1359,938,30.3899926416483,69.0213392200147,0.588668138337012,-42,-86,74,-1.96087386770191,-3.73398289817564,5.69485676587755,0,0,"WAUKESHA","VILLAGE OF DOUSMAN","VILLAGE OF DOUSMAN WARDS 1-3 WAUKESHA"
"3068","VILLAGE OF DOWNING DUNN","VILLAGE-OF-DOWNING-WARD-1-DUNN","VILLAGE OF DOWNING WARD 1 DUNN","VILLAGE OF DOWNING","DUNN",28,23.5294117647059,2,119,1.68067226890756,89,74.7899159663866,55,0,100,45,55,45,0,-27,44,2,-31.4705882352941,29.7899159663866,1.68067226890756,0,1,"DUNN","VILLAGE OF DOWNING","VILLAGE OF DOWNING WARD 1 DUNN"
"3069","VILLAGE OF DOYLESTOWN COLUMBIA","VILLAGE-OF-DOYLESTOWN-WARD-1-COLUMBIA","VILLAGE OF DOYLESTOWN WARD 1 COLUMBIA","VILLAGE OF DOYLESTOWN","COLUMBIA",63,45.3237410071942,15,139,10.7913669064748,61,43.8848920863309,90,3,142,49,63.3802816901408,34.5070422535211,2.11267605633803,-27,12,12,-18.0565406829466,9.37784983280981,8.67869085013679,1,1,"COLUMBIA","VILLAGE OF DOYLESTOWN","VILLAGE OF DOYLESTOWN WARD 1 COLUMBIA"
"3070","VILLAGE OF DRESSER POLK","VILLAGE-OF-DRESSER-WARD-1-POLK","VILLAGE OF DRESSER WARD 1 POLK","VILLAGE OF DRESSER","POLK",149,35.1415094339623,40,424,9.43396226415094,235,55.4245283018868,166,6,431,259,38.5150812064965,60.092807424594,1.39211136890951,-17,-24,34,-3.37357177253426,-4.66827912270718,8.04185089524143,0,0,"POLK","VILLAGE OF DRESSER","VILLAGE OF DRESSER WARD 1 POLK"
"3071","VILLAGE OF EAGLE WAUKESHA","VILLAGE-OF-EAGLE-WARD-1-2-WAUKESHA","VILLAGE OF EAGLE WARDS 1-2 WAUKESHA","VILLAGE OF EAGLE","WAUKESHA",240,21.2014134275618,80,1132,7.06713780918728,812,71.7314487632509,283,16,1106,807,25.5877034358047,72.9656419529837,1.44665461121157,-43,5,64,-4.38629000824287,-1.23419318973285,5.62048319797571,0,0,"WAUKESHA","VILLAGE OF EAGLE","VILLAGE OF EAGLE WARDS 1-2 WAUKESHA"
"3072","VILLAGE OF EAST TROY WALWORTH","VILLAGE-OF-EAST-TROY-WARD-1-5-WALWORTH","VILLAGE OF EAST TROY WARD 1-5 WALWORTH","VILLAGE OF EAST TROY","WALWORTH",730,29.9917830731307,206,2434,8.46343467543139,1498,61.544782251438,881,27,2439,1531,36.1213612136121,62.7716277162772,1.1070110701107,-151,-33,179,-6.12957814048148,-1.22684546483921,7.35642360532069,0,0,"WALWORTH","VILLAGE OF EAST TROY","VILLAGE OF EAST TROY WARD 1-5 WALWORTH"
"3073","VILLAGE OF EASTMAN CRAWFORD","VILLAGE-OF-EASTMAN-WARD-1-CRAWFORD","VILLAGE OF EASTMAN WARD 1 CRAWFORD","VILLAGE OF EASTMAN","CRAWFORD",55,31.0734463276836,11,177,6.21468926553672,111,62.7118644067797,85,4,174,85,48.8505747126437,48.8505747126437,2.29885057471264,-30,26,7,-17.7771283849601,13.861289694136,3.91583869082408,0,0,"CRAWFORD","VILLAGE OF EASTMAN","VILLAGE OF EASTMAN WARD 1 CRAWFORD"
"3074","VILLAGE OF EDEN FOND DU LAC","VILLAGE-OF-EDEN-WARD-1-FOND-DU-LAC","VILLAGE OF EDEN WARD 1 FOND DU LAC","VILLAGE OF EDEN","FOND DU LAC",101,25.5050505050505,17,396,4.29292929292929,278,70.2020202020202,176,3,417,238,42.2062350119904,57.0743405275779,0.719424460431655,-75,40,14,-16.7011845069399,13.1276796744423,3.57350483249764,0,0,"FOND DU LAC","VILLAGE OF EDEN","VILLAGE OF EDEN WARD 1 FOND DU LAC"
"3075","VILLAGE OF EDGAR MARATHON","VILLAGE-OF-EDGAR-WARD-1-2-MARATHON","VILLAGE OF EDGAR WARDS 1-2 MARATHON","VILLAGE OF EDGAR","MARATHON",267,35.6,41,750,5.46666666666667,442,58.9333333333333,342,5,779,432,43.9024390243902,55.4557124518614,0.641848523748395,-75,10,36,-8.30243902439025,3.47762088147198,4.82481814291827,0,0,"MARATHON","VILLAGE OF EDGAR","VILLAGE OF EDGAR WARDS 1-2 MARATHON"
"3076","VILLAGE OF EGG HARBOR DOOR","VILLAGE-OF-EGG-HARBOR-WARD-1-DOOR","VILLAGE OF EGG HARBOR WARD 1 DOOR","VILLAGE OF EGG HARBOR","DOOR",113,56.2189054726368,8,201,3.98009950248756,80,39.8009950248756,117,0,199,82,58.7939698492462,41.2060301507538,0,-4,-2,8,-2.57506437660942,-1.40503512587814,3.98009950248756,1,1,"DOOR","VILLAGE OF EGG HARBOR","VILLAGE OF EGG HARBOR WARD 1 DOOR"
"3077","VILLAGE OF ELAND SHAWANO","VILLAGE-OF-EL-WARD-1-SHAWANO","VILLAGE OF ELAND WARD 1 SHAWANO","VILLAGE OF ELAND","SHAWANO",58,53.7037037037037,3,108,2.77777777777778,47,43.5185185185185,83,0,127,44,65.3543307086614,34.6456692913386,0,-25,3,3,-11.6506270049577,8.87284922717993,2.77777777777778,1,1,"SHAWANO","VILLAGE OF ELAND","VILLAGE OF ELAND WARD 1 SHAWANO"
"3078","VILLAGE OF ELDERON MARATHON","VILLAGE-OF-ELDERON-WARD-1-MARATHON","VILLAGE OF ELDERON WARD 1 MARATHON","VILLAGE OF ELDERON","MARATHON",28,29.7872340425532,7,94,7.4468085106383,59,62.7659574468085,33,1,79,45,41.7721518987342,56.9620253164557,1.26582278481013,-5,14,6,-11.984917856181,5.80393213035281,6.18098572582817,0,0,"MARATHON","VILLAGE OF ELDERON","VILLAGE OF ELDERON WARD 1 MARATHON"
"3079","VILLAGE OF ELEVA TREMPEALEAU","VILLAGE-OF-ELEVA-WARD-1-TREMPEALEAU","VILLAGE OF ELEVA WARD 1 TREMPEALEAU","VILLAGE OF ELEVA","TREMPEALEAU",137,44.6254071661238,10,307,3.25732899022801,160,52.1172638436482,190,2,288,96,65.9722222222222,33.3333333333333,0.694444444444444,-53,64,8,-21.3468150560984,18.7839305103149,2.56288454578357,0,1,"TREMPEALEAU","VILLAGE OF ELEVA","VILLAGE OF ELEVA WARD 1 TREMPEALEAU"
"3080","VILLAGE OF ELK MOUND DUNN","VILLAGE-OF-ELK-MOUND-WARD-1-DUNN","VILLAGE OF ELK MOUND WARD 1 DUNN","VILLAGE OF ELK MOUND","DUNN",150,42.2535211267606,23,355,6.47887323943662,182,51.2676056338028,201,10,373,162,53.887399463807,43.4316353887399,2.68096514745308,-51,20,13,-11.6338783370464,7.83597024506287,3.79790809198354,0,1,"DUNN","VILLAGE OF ELK MOUND","VILLAGE OF ELK MOUND WARD 1 DUNN"
"3081","VILLAGE OF ELKHART LAKE SHEBOYGAN","VILLAGE-OF-ELKHART-LAKE-WARD-1-2-SHEBOYGAN","VILLAGE OF ELKHART LAKE WARDS 1-2 SHEBOYGAN","VILLAGE OF ELKHART LAKE","SHEBOYGAN",308,43.9372325249643,55,701,7.84593437945792,338,48.2168330955777,294,19,679,366,43.298969072165,53.9027982326951,2.79823269513991,14,-28,36,0.638263452799386,-5.6859651371174,5.047701684318,0,0,"SHEBOYGAN","VILLAGE OF ELKHART LAKE","VILLAGE OF ELKHART LAKE WARDS 1-2 SHEBOYGAN"
"3082","VILLAGE OF ELLSWORTH PIERCE","VILLAGE-OF-ELLSWORTH-WARD-1-4-PIERCE","VILLAGE OF ELLSWORTH WARD 1-4 PIERCE","VILLAGE OF ELLSWORTH","PIERCE",518,37.1592539454806,97,1394,6.9583931133429,779,55.8823529411765,722,10,1453,721,49.6902959394357,49.6214728148658,0.688231245698555,-204,58,87,-12.531041993955,6.26088012631067,6.27016186764434,0,1,"PIERCE","VILLAGE OF ELLSWORTH","VILLAGE OF ELLSWORTH WARD 1-4 PIERCE"
"3083","VILLAGE OF ELM GROVE WAUKESHA","VILLAGE-OF-ELM-GROVE-WARD-1-4-WAUKESHA","VILLAGE OF ELM GROVE WARD 1-4 WAUKESHA","VILLAGE OF ELM GROVE","WAUKESHA",893,39.0980735551664,161,2284,7.04903677758319,1230,53.8528896672504,710,20,2335,1605,30.406852248394,68.7366167023555,0.856531049250535,183,-375,141,8.69122130677237,-14.883727035105,6.19250572833265,0,0,"WAUKESHA","VILLAGE OF ELM GROVE","VILLAGE OF ELM GROVE WARD 1-4 WAUKESHA"
"3084","VILLAGE OF ELM GROVE WAUKESHA","VILLAGE-OF-ELM-GROVE-WARD-5-8-WAUKESHA","VILLAGE OF ELM GROVE WARD 5-8 WAUKESHA","VILLAGE OF ELM GROVE","WAUKESHA",813,40.7927747114902,125,1993,6.27195183140993,1055,52.9352734570999,678,10,2051,1363,33.0570453437348,66.4553876157972,0.487567040468064,135,-308,115,7.73572936775545,-13.5201141586973,5.78438479094187,0,0,"WAUKESHA","VILLAGE OF ELM GROVE","VILLAGE OF ELM GROVE WARD 1-4 WAUKESHA"
"3085","VILLAGE OF ELMWOOD PARK RACINE","VILLAGE-OF-ELMWOOD-PARK-WARD-1-RACINE","VILLAGE OF ELMWOOD PARK WARD 1 RACINE","VILLAGE OF ELMWOOD PARK","RACINE",150,48.3870967741936,13,310,4.19354838709677,147,47.4193548387097,172,4,337,161,51.0385756676558,47.7744807121662,1.18694362017804,-22,-14,9,-2.65147889346223,-0.355125873456494,3.00660476691873,1,1,"RACINE","VILLAGE OF ELMWOOD PARK","VILLAGE OF ELMWOOD PARK WARD 1 RACINE"
"3086","VILLAGE OF ELMWOOD PIERCE","VILLAGE-OF-ELMWOOD-WARD-1-PIERCE","VILLAGE OF ELMWOOD WARD 1 PIERCE","VILLAGE OF ELMWOOD","PIERCE",121,31.025641025641,22,390,5.64102564102564,247,63.3333333333333,202,9,407,196,49.6314496314496,48.1572481572482,2.21130221130221,-81,51,13,-18.6058086058086,15.1760851760852,3.42972342972343,0,1,"PIERCE","VILLAGE OF ELMWOOD","VILLAGE OF ELMWOOD WARD 1 PIERCE"
"3087","VILLAGE OF EMBARRASS WAUPACA","VILLAGE-OF-EMBARRASS-WARD-1-WAUPACA","VILLAGE OF EMBARRASS WARD 1 WAUPACA","VILLAGE OF EMBARRASS","WAUPACA",41,25.625,9,160,5.625,110,68.75,53,1,151,97,35.0993377483444,64.2384105960265,0.662251655629139,-12,13,8,-9.47433774834438,4.51158940397352,4.96274834437086,0,0,"WAUPACA","VILLAGE OF EMBARRASS","VILLAGE OF EMBARRASS WARD 1 WAUPACA"
"3088","VILLAGE OF ENDEAVOR MARQUETTE","VILLAGE-OF-ENDEAVOR-WARD-1-MARQUETTE","VILLAGE OF ENDEAVOR WARD 1 MARQUETTE","VILLAGE OF ENDEAVOR","MARQUETTE",63,34.2391304347826,10,184,5.43478260869565,111,60.3260869565217,119,4,218,95,54.5871559633027,43.5779816513761,1.8348623853211,-56,16,6,-20.3480255285201,16.7481053051456,3.59992022337455,0,1,"MARQUETTE","VILLAGE OF ENDEAVOR","VILLAGE OF ENDEAVOR WARD 1 MARQUETTE"
"3089","VILLAGE OF EPHRAIM DOOR","VILLAGE-OF-EPHRAIM-WARD-1-DOOR","VILLAGE OF EPHRAIM WARD 1 DOOR","VILLAGE OF EPHRAIM","DOOR",140,57.3770491803279,15,244,6.14754098360656,89,36.4754098360656,131,3,249,115,52.6104417670683,46.1847389558233,1.20481927710843,9,-26,12,4.76660741325959,-9.70932911975773,4.94272170649812,1,1,"DOOR","VILLAGE OF EPHRAIM","VILLAGE OF EPHRAIM WARD 1 DOOR"
"3090","VILLAGE OF ETTRICK TREMPEALEAU","VILLAGE-OF-ETTRICK-WARD-1-TREMPEALEAU","VILLAGE OF ETTRICK WARD 1 TREMPEALEAU","VILLAGE OF ETTRICK","TREMPEALEAU",116,43.7735849056604,13,265,4.90566037735849,136,51.3207547169811,146,3,247,98,59.1093117408907,39.6761133603239,1.21457489878543,-30,38,10,-15.3357268352303,11.6446413566572,3.69108547857307,0,1,"TREMPEALEAU","VILLAGE OF ETTRICK","VILLAGE OF ETTRICK WARD 1 TREMPEALEAU"
"3091","VILLAGE OF EXELAND SAWYER","VILLAGE-OF-EXEL-WARD-1-SAWYER","VILLAGE OF EXELAND WARD 1 SAWYER","VILLAGE OF EXELAND","SAWYER",32,35.9550561797753,6,89,6.74157303370786,51,57.3033707865169,47,1,89,41,52.8089887640449,46.0674157303371,1.12359550561798,-15,10,5,-16.8539325842697,11.2359550561798,5.61797752808989,0,1,"SAWYER","VILLAGE OF EXELAND","VILLAGE OF EXELAND WARD 1 SAWYER"
"3092","VILLAGE OF FAIRCHILD EAU CLAIRE","VILLAGE-OF-FAIRCHILD-WARD-1-EAU-CLAIRE","VILLAGE OF FAIRCHILD WARD 1 EAU CLAIRE","VILLAGE OF FAIRCHILD","EAU CLAIRE",72,36.1809045226131,8,199,4.02010050251256,119,59.7989949748744,129,5,217,83,59.4470046082949,38.2488479262673,2.30414746543779,-57,36,3,-23.2661000856819,21.5501470486071,1.71595303707477,0,1,"EAU CLAIRE","VILLAGE OF FAIRCHILD","VILLAGE OF FAIRCHILD WARD 1 EAU CLAIRE"
"3093","VILLAGE OF FAIRWATER FOND DU LAC","VILLAGE-OF-FAIRWATER-WARD-1-FOND-DU-LAC","VILLAGE OF FAIRWATER WARD 1 FOND DU LAC","VILLAGE OF FAIRWATER","FOND DU LAC",43,26.3803680981595,9,163,5.52147239263804,111,68.0981595092024,70,2,187,115,37.4331550802139,61.4973262032086,1.06951871657754,-27,-4,7,-11.0527869820544,6.60083330599389,4.4519536760605,0,0,"FOND DU LAC","VILLAGE OF FAIRWATER","VILLAGE OF FAIRWATER WARD 1 FOND DU LAC"
"3094","VILLAGE OF FALL CREEK EAU CLAIRE","VILLAGE-OF-FALL-CREEK-WARD-1-2-EAU-CLAIRE","VILLAGE OF FALL CREEK WARDS 1-2 EAU CLAIRE","VILLAGE OF FALL CREEK","EAU CLAIRE",303,41.4500683994528,57,731,7.79753761969904,371,50.7523939808482,389,15,747,343,52.0749665327979,45.9170013386881,2.00803212851406,-86,28,42,-10.6248981333451,4.83539264216007,5.78950549118499,0,1,"EAU CLAIRE","VILLAGE OF FALL CREEK","VILLAGE OF FALL CREEK WARDS 1-2 EAU CLAIRE"
"3095","VILLAGE OF FALL RIVER COLUMBIA","VILLAGE-OF-FALL-RIVER-WARD-1-2-COLUMBIA","VILLAGE OF FALL RIVER WARDS 1-2 COLUMBIA","VILLAGE OF FALL RIVER","COLUMBIA",346,43.0348258706468,62,804,7.71144278606965,396,49.2537313432836,492,9,838,337,58.7112171837709,40.2147971360382,1.07398568019093,-146,59,53,-15.6763913131241,9.0389342072454,6.63745710587872,0,1,"COLUMBIA","VILLAGE OF FALL RIVER","VILLAGE OF FALL RIVER WARDS 1-2 COLUMBIA"
"3096","VILLAGE OF FENWOOD MARATHON","VILLAGE-OF-FENWOOD-WARD-1-MARATHON","VILLAGE OF FENWOOD WARD 1 MARATHON","VILLAGE OF FENWOOD","MARATHON",25,31.25,6,80,7.5,49,61.25,28,1,84,55,33.3333333333333,65.4761904761905,1.19047619047619,-3,-6,5,-2.08333333333333,-4.22619047619047,6.30952380952381,0,0,"MARATHON","VILLAGE OF FENWOOD","VILLAGE OF FENWOOD WARD 1 MARATHON"
"3097","VILLAGE OF FERRYVILLE CRAWFORD","VILLAGE-OF-FERRYVILLE-WARD-1-CRAWFORD","VILLAGE OF FERRYVILLE WARD 1 CRAWFORD","VILLAGE OF FERRYVILLE","CRAWFORD",70,55.5555555555556,4,126,3.17460317460317,52,41.2698412698413,64,4,104,36,61.5384615384615,34.6153846153846,3.84615384615385,6,16,0,-5.98290598290598,6.65445665445665,-0.671550671550672,1,1,"CRAWFORD","VILLAGE OF FERRYVILLE","VILLAGE OF FERRYVILLE WARD 1 CRAWFORD"
"3098","VILLAGE OF FONTANA WALWORTH","VILLAGE-OF-FONTANA-WARD-1-3-WALWORTH","VILLAGE OF FONTANA WARD 1-3 WALWORTH","VILLAGE OF FONTANA","WALWORTH",382,38.8211382113821,64,984,6.50406504065041,538,54.6747967479675,340,12,955,603,35.6020942408377,63.1413612565445,1.2565445026178,42,-65,52,3.21904397054442,-8.46656450857703,5.24752053803261,0,0,"WALWORTH","VILLAGE OF FONTANA","VILLAGE OF FONTANA WARD 1-3 WALWORTH"
"3099","VILLAGE OF FOOTVILLE ROCK","VILLAGE-OF-FOOTVILLE-WARD-1-ROCK","VILLAGE OF FOOTVILLE WARD 1 ROCK","VILLAGE OF FOOTVILLE","ROCK",180,44.3349753694581,27,406,6.65024630541872,199,49.0147783251232,252,6,414,156,60.8695652173913,37.6811594202899,1.44927536231884,-72,43,21,-16.5345898479332,11.3336189048333,5.20097094309988,0,1,"ROCK","VILLAGE OF FOOTVILLE","VILLAGE OF FOOTVILLE WARD 1 ROCK"
"3100","VILLAGE OF FORESTVILLE DOOR","VILLAGE-OF-FORESTVILLE-WARD-1-DOOR","VILLAGE OF FORESTVILLE WARD 1 DOOR","VILLAGE OF FORESTVILLE","DOOR",86,34.2629482071713,21,251,8.36653386454183,144,57.3705179282869,139,4,250,107,55.6,42.8,1.6,-53,37,17,-21.3370517928287,14.5705179282869,6.76653386454183,0,1,"DOOR","VILLAGE OF FORESTVILLE","VILLAGE OF FORESTVILLE WARD 1 DOOR"
"3101","VILLAGE OF FOX CROSSING WINNEBAGO","VILLAGE-OF-FOX-CROSSING-WARD-1-2-4-7-WINNEBAGO","VILLAGE OF FOX CROSSING WARDS 1-2,4,7 WINNEBAGO","VILLAGE OF FOX CROSSING","WINNEBAGO",1281,38.5843373493976,274,3320,8.25301204819277,1765,53.1626506024096,1401,41,3264,1822,42.9227941176471,55.8210784313725,1.25612745098039,-120,-57,233,-4.33845676824946,-2.65842782896291,6.99688459721238,0,0,"WINNEBAGO","VILLAGE OF FOX CROSSING","VILLAGE OF FOX CROSSING WARDS 1-2,4,7 WINNEBAGO"
"3102","VILLAGE OF FOX CROSSING WINNEBAGO","VILLAGE-OF-FOX-CROSSING-WARD-3-5-6-WINNEBAGO","VILLAGE OF FOX CROSSING WARDS 3,5-6 WINNEBAGO","VILLAGE OF FOX CROSSING","WINNEBAGO",1019,37.3670700403374,246,2727,9.02090209020902,1462,53.6120278694536,1191,50,2656,1415,44.8418674698795,53.2756024096386,1.88253012048193,-172,47,196,-7.47479742954215,0.336425459815054,7.13837196972709,0,0,"WINNEBAGO","VILLAGE OF FOX CROSSING","VILLAGE OF FOX CROSSING WARDS 1-2,4,7 WINNEBAGO"
"3103","VILLAGE OF FOX POINT MILWAUKEE","VILLAGE-OF-FOX-POINT-WARD-1-4-MILWAUKEE","VILLAGE OF FOX POINT WARDS 1-4 MILWAUKEE","VILLAGE OF FOX POINT","MILWAUKEE",1217,59.6276335129838,136,2041,6.66340029397354,688,33.7089661930426,998,14,2096,1084,47.6145038167939,51.7175572519084,0.66793893129771,219,-396,122,12.0131296961899,-18.0085910588658,5.99546136267583,1,0,"MILWAUKEE","VILLAGE OF FOX POINT","VILLAGE OF FOX POINT WARDS 1-4 MILWAUKEE"
"3104","VILLAGE OF FOX POINT MILWAUKEE","VILLAGE-OF-FOX-POINT-WARD-5-9-MILWAUKEE","VILLAGE OF FOX POINT WARDS 5-9 MILWAUKEE","VILLAGE OF FOX POINT","MILWAUKEE",1573,63.8652050345108,153,2463,6.21193666260658,737,29.9228583028827,1428,22,2514,1064,56.8019093078759,42.3229912490056,0.875099443118536,145,-327,131,7.06329572663487,-12.4001329461229,5.33683721948804,1,1,"MILWAUKEE","VILLAGE OF FOX POINT","VILLAGE OF FOX POINT WARDS 1-4 MILWAUKEE"
"3105","VILLAGE OF FRANCIS CREEK MANITOWOC","VILLAGE-OF-FRANCIS-CREEK-WARD-1-MANITOWOC","VILLAGE OF FRANCIS CREEK WARD 1 MANITOWOC","VILLAGE OF FRANCIS CREEK","MANITOWOC",114,31.9327731092437,21,357,5.88235294117647,222,62.1848739495798,203,5,395,187,51.3924050632911,47.3417721518987,1.26582278481013,-89,35,16,-19.4596319540474,14.8431017976811,4.61653015636634,0,1,"MANITOWOC","VILLAGE OF FRANCIS CREEK","VILLAGE OF FRANCIS CREEK WARD 1 MANITOWOC"
