"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"708","CITY OF MANAWA WAUPACA","CITY-OF-MANAWA-WARD-1-3-WAUPACA","CITY OF MANAWA WARDS 1-3 WAUPACA","CITY OF MANAWA","WAUPACA",144,27.2727272727273,22,528,4.16666666666667,362,68.5606060606061,249,11,509,249,48.9194499017682,48.9194499017682,2.16110019646365,-105,113,11,-21.6467226290409,19.6411561588379,2.00556647020301,0,0,"WAUPACA","CITY OF MANAWA","CITY OF MANAWA WARDS 1-3 WAUPACA"
"709","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-1-2-MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",585,41.3135593220339,121,1416,8.54519774011299,710,50.1412429378531,877,21,1453,555,60.3578802477632,38.1968341362698,1.44528561596696,-292,155,100,-19.0443209257294,11.9444088015833,7.09991212414603,0,1,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"710","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-11-12-MANITOWOC","CITY OF MANITOWOC WARDS 11-12 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",728,40.4444444444444,133,1800,7.38888888888889,939,52.1666666666667,967,31,1840,842,52.554347826087,45.7608695652174,1.68478260869565,-239,97,102,-12.1099033816425,6.40579710144927,5.70410628019324,0,1,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"711","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-13-14-MANITOWOC","CITY OF MANITOWOC WARDS 13-14 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",564,43.5857805255023,109,1294,8.42349304482226,621,47.9907264296754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"712","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-15-16-MANITOWOC","CITY OF MANITOWOC WARDS 15-16 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",754,38.5480572597137,163,1956,8.33333333333333,1039,53.118609406953,1020,32,2012,960,50.6958250497018,47.713717693837,1.59045725646123,-266,79,131,-12.1477677899881,5.40489171311599,6.7428760768721,0,1,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"713","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-17-18-21-23-26-MANITOWOC","CITY OF MANITOWOC WARDS 17-18,21,23-26 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",618,42.2131147540984,109,1464,7.44535519125683,737,50.3415300546448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"714","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-19-20-27-MANITOWOC","CITY OF MANITOWOC WARDS 19-20,27 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",737,35.246293639407,163,2091,7.79531324725012,1191,56.9583931133429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"715","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-3-4-22-MANITOWOC","CITY OF MANITOWOC WARDS 3-4,22 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",651,41.7843388960205,128,1558,8.21566110397946,779,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"716","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-5-6-MANITOWOC","CITY OF MANITOWOC WARDS 5-6 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",676,48.8439306358381,125,1384,9.03179190751445,583,42.1242774566474,833,33,1321,455,63.0582891748675,34.44360333081,2.49810749432248,-157,128,92,-14.2143585390294,7.68067412583741,6.53368441319197,1,1,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"717","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-7-8-MANITOWOC","CITY OF MANITOWOC WARDS 7-8 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",449,46.6735966735967,89,962,9.25155925155925,424,44.0748440748441,671,20,999,308,67.1671671671672,30.8308308308308,2.002002002002,-222,116,69,-20.4935704935705,13.2440132440132,7.24955724955725,1,1,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"718","CITY OF MANITOWOC MANITOWOC","CITY-OF-MANITOWOC-WARD-9-10-MANITOWOC","CITY OF MANITOWOC WARDS 9-10 MANITOWOC","CITY OF MANITOWOC","MANITOWOC",579,39.2276422764228,114,1476,7.72357723577236,783,53.0487804878049,912,31,1508,565,60.4774535809019,37.4668435013263,2.05570291777188,-333,218,83,-21.2498113044791,15.5819369864786,5.66787431800047,0,1,"MANITOWOC","CITY OF MANITOWOC","CITY OF MANITOWOC WARDS 1-2 MANITOWOC"
"719","CITY OF MARINETTE MARINETTE","CITY-OF-MARINETTE-WARD-1-3-5-MARINETTE","CITY OF MARINETTE WARDS 1,3,5 MARINETTE","CITY OF MARINETTE","MARINETTE",642,40.1752190237797,71,1598,4.44305381727159,885,55.3817271589487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MARINETTE","CITY OF MARINETTE","CITY OF MARINETTE WARDS 1,3,5 MARINETTE"
"720","CITY OF MARINETTE MARINETTE","CITY-OF-MARINETTE-WARD-2-4-6-MARINETTE","CITY OF MARINETTE WARDS 2,4,6 MARINETTE","CITY OF MARINETTE","MARINETTE",615,38.6306532663317,87,1592,5.46482412060301,890,55.9045226130653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MARINETTE","CITY OF MARINETTE","CITY OF MARINETTE WARDS 1,3,5 MARINETTE"
"721","CITY OF MARINETTE MARINETTE","CITY-OF-MARINETTE-WARD-7-8-MARINETTE","CITY OF MARINETTE WARDS 7-8 MARINETTE","CITY OF MARINETTE","MARINETTE",488,38.5770750988142,73,1265,5.77075098814229,704,55.6521739130435,799,19,1305,487,61.2260536398467,37.3180076628352,1.45593869731801,-311,217,54,-22.6489785410325,18.3341662502082,4.31481229082429,0,1,"MARINETTE","CITY OF MARINETTE","CITY OF MARINETTE WARDS 1,3,5 MARINETTE"
"722","CITY OF MARION WAUPACA","CITY-OF-MARION-WARD-1-3-WAUPACA","CITY OF MARION WARDS 1-3 WAUPACA","CITY OF MARION","WAUPACA",144,26.5193370165746,27,543,4.97237569060773,372,68.5082872928177,259,7,542,276,47.7859778597786,50.9225092250922,1.29151291512915,-115,96,20,-21.266640843204,17.5857780677254,3.68086277547858,0,0,"WAUPACA","CITY OF MARION","CITY OF MARION WARDS 1-3 WAUPACA"
"723","CITY OF MARION SHAWANO","CITY-OF-MARION-WARD-4-6-SHAWANO","CITY OF MARION WARDS 4-6 SHAWANO","CITY OF MARION","SHAWANO",2,40,0,5,0,3,60,6,5,15,4,40,26.6666666666667,33.3333333333333,-4,-1,-5,0,33.3333333333333,-33.3333333333333,0,1,"SHAWANO","CITY OF MARION","CITY OF MARION WARDS 4-6 SHAWANO"
"724","CITY OF MARKESAN GREEN LAKE","CITY-OF-MARKESAN-WARD-1-3-GREEN-LAKE","CITY OF MARKESAN WARDS 1-3 GREEN LAKE","CITY OF MARKESAN","GREEN LAKE",174,25.3644314868805,35,686,5.10204081632653,477,69.533527696793,278,8,708,422,39.2655367231638,59.6045197740113,1.12994350282486,-104,55,27,-13.9011052362834,9.9290079227817,3.97209731350167,0,0,"GREEN LAKE","CITY OF MARKESAN","CITY OF MARKESAN WARDS 1-3 GREEN LAKE"
"725","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-10-WOOD","CITY OF MARSHFIELD WARD 10 WOOD","CITY OF MARSHFIELD","WOOD",321,42.6294820717131,39,753,5.1792828685259,393,52.191235059761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"726","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-2-WOOD","CITY OF MARSHFIELD WARD 2 WOOD","CITY OF MARSHFIELD","WOOD",315,47.2972972972973,33,666,4.95495495495495,318,47.7477477477478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"727","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-1-11-WOOD","CITY OF MARSHFIELD WARDS 1,11 WOOD","CITY OF MARSHFIELD","WOOD",271,43.2907348242812,53,626,8.46645367412141,302,48.2428115015974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"728","CITY OF MARSHFIELD MARATHON","CITY-OF-MARSHFIELD-WARD-12-20-21-24-MARATHON","CITY OF MARSHFIELD WARDS 12,20-21,24 MARATHON","CITY OF MARSHFIELD","MARATHON",175,42.3728813559322,16,413,3.87409200968523,222,53.7530266343826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MARATHON","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 12,20-21,24 MARATHON"
"729","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-3-13-WOOD","CITY OF MARSHFIELD WARDS 3,13 WOOD","CITY OF MARSHFIELD","WOOD",502,43.2013769363167,72,1162,6.19621342512909,588,50.6024096385542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"730","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-4-14-WOOD","CITY OF MARSHFIELD WARDS 4,14 WOOD","CITY OF MARSHFIELD","WOOD",446,42.9672447013487,71,1038,6.84007707129094,521,50.1926782273603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"731","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-5-15-WOOD","CITY OF MARSHFIELD WARDS 5,15 WOOD","CITY OF MARSHFIELD","WOOD",351,39.438202247191,68,890,7.64044943820225,471,52.9213483146067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"732","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-6-17-25-26-WOOD","CITY OF MARSHFIELD WARDS 6,17,25-26 WOOD","CITY OF MARSHFIELD","WOOD",448,40.9881061299177,60,1093,5.48947849954254,585,53.5224153705398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"733","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-7-16-27-WOOD","CITY OF MARSHFIELD WARDS 7,16,27 WOOD","CITY OF MARSHFIELD","WOOD",349,40.8187134502924,41,855,4.7953216374269,465,54.3859649122807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"734","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-8-19-22-23-WOOD","CITY OF MARSHFIELD WARDS 8,19,22-23 WOOD","CITY OF MARSHFIELD","WOOD",416,40,65,1040,6.25,559,53.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"735","CITY OF MARSHFIELD WOOD","CITY-OF-MARSHFIELD-WARD-9-18-WOOD","CITY OF MARSHFIELD WARDS 9,18 WOOD","CITY OF MARSHFIELD","WOOD",342,41.6565164433618,76,821,9.25700365408039,403,49.0864799025579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","CITY OF MARSHFIELD","CITY OF MARSHFIELD WARDS 1,11 WOOD"
"736","CITY OF MAUSTON JUNEAU","CITY-OF-MAUSTON-WARD-1-7-JUNEAU","CITY OF MAUSTON WARDS 1-7 JUNEAU","CITY OF MAUSTON","JUNEAU",679,42.6239799121155,74,1593,4.64532328939109,840,52.7306967984934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"JUNEAU","CITY OF MAUSTON","CITY OF MAUSTON WARDS 1-7 JUNEAU"
"737","CITY OF MAYVILLE DODGE","CITY-OF-MAYVILLE-WARD-1-8-DODGE","CITY OF MAYVILLE WARDS 1-8 DODGE","CITY OF MAYVILLE","DODGE",836,32.3404255319149,144,2585,5.5705996131528,1605,62.0889748549323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"DODGE","CITY OF MAYVILLE","CITY OF MAYVILLE WARDS 1-8 DODGE"
"738","CITY OF MEDFORD TAYLOR","CITY-OF-MEDFORD-WARD-1-8-TAYLOR","CITY OF MEDFORD WARD 1-8 TAYLOR","CITY OF MEDFORD","TAYLOR",670,33.6345381526104,141,1992,7.07831325301205,1181,59.2871485943775,1065,42,2027,920,52.5407005426739,45.3872718302911,2.07202762703503,-395,261,99,-18.9061623900635,13.8998767640864,5.00628562597702,0,1,"TAYLOR","CITY OF MEDFORD","CITY OF MEDFORD WARD 1-8 TAYLOR"
"739","CITY OF MELLEN ASHLAND","CITY-OF-MELLEN-WARD-1-ASHL-","CITY OF MELLEN WARD 1 ASHLAND","CITY OF MELLEN","ASHLAND",140,47.1380471380471,5,297,1.68350168350168,152,51.1784511784512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"ASHLAND","CITY OF MELLEN","CITY OF MELLEN WARD 1 ASHLAND"
