"","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality","county","hand","os.use","tch.use","bmd.use"
"582","TOWN OF FLAMBEAU PRICE",86,29.9651567944251,16,287,5.57491289198606,358,185,64.4599303135889,128,5,281,148,78.4916201117318,45.5516014234875,52.6690391459075,1.77935943060498,-42,37,11,-15.5864446290625,11.7908911676814,3.79555346138108,80.1675977653631,1.67597765363128,0,0,"PRICE","TOWN OF FLAMBEAU","TOWN OF FLAMBEAU WARD 1",0,NA,NA,NA,"TOWN OF FLAMBEAU PRICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509926050",1,339,"Wisconsin","Price Town","Flambeau","DRE-Touchscreen","Yes","Town","TOWN OF FLAMBEAU","PRICE",1,0,1,0
"583","TOWN OF FLAMBEAU RUSK",150,28.3018867924528,17,530,3.20754716981132,600,363,68.4905660377358,233,8,532,291,88.6666666666667,43.796992481203,54.6992481203007,1.50375939849624,-83,72,9,-15.4951056887502,13.7913179174351,1.70378777131508,88.3333333333333,-0.333333333333343,0,0,"RUSK","TOWN OF FLAMBEAU","TOWN OF FLAMBEAU WARD 1-3",0,NA,NA,NA,"TOWN OF FLAMBEAU RUSK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5510726100",1,603,"Wisconsin","Rusk Town","Flambeau","Hand Counted Paper Ballots","Yes","Town","TOWN OF FLAMBEAU","RUSK",1,0,1,0
"584","TOWN OF FLORENCE FLORENCE",335,28.804815133276,46,1163,3.95528804815133,1480,782,67.2398968185726,438,9,1194,747,80.6756756756757,36.6834170854271,62.5628140703518,0.753768844221105,-103,35,37,-7.87860195215112,4.67708274822089,3.20151920393023,78.5810810810811,-2.0945945945946,0,0,"FLORENCE","TOWN OF FLORENCE","TOWN OF FLORENCE WARD 1-7",0,NA,NA,NA,"TOWN OF FLORENCE FLORENCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5503726200",1,1394,"Wisconsin","Florence Town","Florence","DRE-Touchscreen","Yes","Town","TOWN OF FLORENCE","FLORENCE",1,0,1,0
"585","TOWN OF FOND DU LAC FOND DU LAC",654,32.9803328290469,126,1983,6.35400907715582,2186,1203,60.6656580937973,756,26,1976,1194,90.3934126258006,38.2591093117409,60.4251012145749,1.31578947368421,-102,9,100,-5.27877648269399,0.240556879222389,5.03821960347161,90.7136322049405,0.320219579139973,0,0,"FOND DU LAC","TOWN OF FOND DU LAC","TOWN OF FOND DU LAC WARDS 1-8",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF FOND DU LAC FOND DU LAC",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5503926300",2,2187,"Wisconsin","Fond du Lac Town","Fond du Lac","Ballot Marking Device or System","Yes","Town","TOWN OF FOND DU LAC","FOND DU LAC",0,1,0,1
"586","TOWN OF FORD TAYLOR",37,27.007299270073,7,137,5.10948905109489,157,93,67.8832116788321,60,1,131,70,83.4394904458599,45.8015267175573,53.4351145038168,0.763358778625954,-23,23,6,-18.7942274474843,14.4480971750153,4.34613027246894,87.2611464968153,3.82165605095541,0,0,"TAYLOR","TOWN OF FORD","TOWN OF FORD WARD 1",0,NA,NA,NA,"TOWN OF FORD TAYLOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"5511926425",1,148,"Wisconsin","Taylor Town","Ford","DRE-Touchscreen","Yes","Town","TOWN OF FORD","TAYLOR",1,0,1,0
"587","TOWN OF FOREST FOND DU LAC",141,21.044776119403,44,670,6.56716417910448,704,485,72.3880597014925,165,6,645,474,91.6193181818182,25.5813953488372,73.4883720930233,0.930232558139535,-24,11,38,-4.53661922943423,-1.10031239153072,5.63693162096494,95.1704545454545,3.55113636363637,0,0,"FOND DU LAC","TOWN OF FOREST","TOWN OF FOREST WARDS 1-2",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF FOREST FOND DU LAC",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5503926450",1,714,"Wisconsin","Fond du Lac Town","Forest","Optical Scan","Yes","Town","TOWN OF FOREST","FOND DU LAC",0,1,0,1
"588","TOWN OF FOREST RICHLAND",83,44.8648648648649,13,185,7.02702702702703,225,89,48.1081081081081,92,5,176,79,78.2222222222222,52.2727272727273,44.8863636363636,2.84090909090909,-9,10,8,-7.4078624078624,3.22174447174448,4.18611793611794,82.2222222222222,3.99999999999999,0,1,"RICHLAND","TOWN OF FOREST","TOWN OF FOREST WARD 1",0,NA,NA,NA,"TOWN OF FOREST RICHLAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5510326475",1,206,"Wisconsin","Richland Town","Forest","DRE-Touchscreen","Yes","Town","TOWN OF FOREST","RICHLAND",1,0,1,0
"589","TOWN OF FOREST ST. CROIX",72,22.7848101265823,24,316,7.59493670886076,417,220,69.620253164557,116,10,321,195,76.9784172661871,36.1370716510903,60.7476635514019,3.11526479750779,-44,25,14,-13.3522615245081,8.87258961315511,4.47967191135297,75.779376498801,-1.19904076738609,0,0,"ST. CROIX","TOWN OF FOREST","TOWN OF FOREST WARD 1",0,NA,NA,NA,"TOWN OF FOREST ST. CROIX",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5510926525",1,423,"Wisconsin","St. Croix Town","Forest","Ballot Marking Device or System","Yes","Town","TOWN OF FOREST","ST. CROIX",0,1,0,1
"590","TOWN OF FOREST VERNON",98,39.0438247011952,13,251,5.1792828685259,304,140,55.7768924302789,132,9,267,126,87.8289473684211,49.438202247191,47.1910112359551,3.37078651685393,-34,14,4,-10.3943775459958,8.58588119432383,1.80849635167196,82.5657894736842,-5.26315789473684,0,1,"VERNON","TOWN OF FOREST","TOWN OF FOREST WARD 1",0,NA,NA,NA,"TOWN OF FOREST VERNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512326550",1,305,"Wisconsin","Vernon Town","Forest","Hand Counted Paper Ballots","Yes","Town","TOWN OF FOREST","VERNON",1,0,1,0
"591","TOWN OF FORESTVILLE DOOR",206,35.7638888888889,35,576,6.07638888888889,663,335,58.1597222222222,315,9,582,258,87.7828054298643,54.1237113402062,44.3298969072165,1.54639175257732,-109,77,26,-18.3598224513173,13.8298253150057,4.52999713631157,86.8778280542986,-0.904977375565608,0,1,"DOOR","TOWN OF FORESTVILLE","TOWN OF FORESTVILLE WARDS 1-2",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF FORESTVILLE DOOR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502926650",1,668,"Wisconsin","Door Town","Forestville","Optical Scan","Yes","Town","TOWN OF FORESTVILLE","DOOR",0,1,0,1
"592","TOWN OF FORT WINNEBAGO COLUMBIA",185,36.2035225048924,23,511,4.50097847358121,628,303,59.2954990215264,280,11,554,263,88.2165605095541,50.5415162454874,47.4729241877256,1.985559566787,-95,40,12,-14.337993740595,11.8225748338008,2.51541890679421,81.3694267515924,-6.84713375796179,0,1,"COLUMBIA","TOWN OF FORT WINNEBAGO","TOWN OF FORT WINNEBAGO WARD 1",1,"ES&S","ES&S M100","ES&S Automark","TOWN OF FORT WINNEBAGO COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502126725",1,606,"Wisconsin","Columbia Town","Fort Winnebago","Optical Scan","Yes","Town","TOWN OF FORT WINNEBAGO","COLUMBIA",0,1,0,1
"593","TOWN OF FOSTER CLARK",20,26.3157894736842,3,76,3.94736842105263,81,53,69.7368421052632,35,1,74,38,91.358024691358,47.2972972972973,51.3513513513513,1.35135135135135,-15,15,2,-20.9815078236131,18.3854907539118,2.59601706970128,93.8271604938272,2.46913580246913,0,0,"CLARK","TOWN OF FOSTER","TOWN OF FOSTER WARD 1",0,NA,NA,NA,"TOWN OF FOSTER CLARK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"5501926775",1,80,"Wisconsin","Clark Town","Foster","DRE-Touchscreen","Yes","Town","TOWN OF FOSTER","CLARK",1,0,1,0
"594","TOWN OF FOUNTAIN JUNEAU",86,28.1045751633987,20,306,6.5359477124183,405,200,65.359477124183,148,2,300,150,74.0740740740741,49.3333333333333,50,0.666666666666667,-62,50,18,-21.2287581699346,15.359477124183,5.86928104575163,75.5555555555556,1.48148148148148,0,0,"JUNEAU","TOWN OF FOUNTAIN","TOWN OF FOUNTAIN WARDS 1-2",0,NA,NA,NA,"TOWN OF FOUNTAIN JUNEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5505726825",1,368,"Wisconsin","Juneau Town","Fountain","DRE-Touchscreen","Yes","Town","TOWN OF FOUNTAIN","JUNEAU",1,0,1,0
"595","TOWN OF FOUNTAIN PRAIRIE COLUMBIA",228,44.8818897637795,35,508,6.88976377952756,574,245,48.2283464566929,293,9,525,223,91.4634146341463,55.8095238095238,42.4761904761905,1.71428571428571,-65,22,26,-10.9276340457443,5.75215598050243,5.17547806524184,88.5017421602787,-2.96167247386761,0,1,"COLUMBIA","TOWN OF FOUNTAIN PRAIRIE","TOWN OF FOUNTAIN PRAIRIE WARDS 1-2",1,"ES&S","ES&S M100","ES&S Automark","TOWN OF FOUNTAIN PRAIRIE COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502126875",1,587,"Wisconsin","Columbia Town","Fountain Prairie","Ballot Marking Device or System","Yes","Town","TOWN OF FOUNTAIN PRAIRIE","COLUMBIA",0,1,0,1
"596","TOWN OF FOX LAKE DODGE",195,27.8571428571429,20,700,2.85714285714286,845,485,69.2857142857143,271,3,697,423,82.4852071005917,38.8809182209469,60.6886657101865,0.430416068866571,-76,62,17,-11.0237753638041,8.59704857552776,2.42672678827629,82.8402366863905,0.355029585798817,0,0,"DODGE","TOWN OF FOX LAKE","TOWN OF FOX LAKE WARDS 1-4",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","TOWN OF FOX LAKE DODGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5502727025",1,787,"Wisconsin","Dodge Town","Fox Lake","DRE-Touchscreen","Yes","Town","TOWN OF FOX LAKE","DODGE",0,1,1,0
"597","TOWN OF FRANKFORT MARATHON",73,24.2524916943522,15,301,4.98338870431894,370,213,70.7641196013289,120,6,321,195,86.7567567567568,37.3831775700935,60.7476635514019,1.86915887850467,-47,18,9,-13.1306858757413,10.016456049927,3.11422982581426,81.3513513513514,-5.4054054054054,0,0,"MARATHON","TOWN OF FRANKFORT","TOWN OF FRANKFORT WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF FRANKFORT MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507327150",1,370,"Wisconsin","Marathon Town","Frankfort","Ballot Marking Device or System","Yes","Town","TOWN OF FRANKFORT","MARATHON",0,1,0,1
"598","TOWN OF FRANKFORT PEPIN",67,39.4117647058824,5,170,2.94117647058824,237,98,57.6470588235294,116,1,182,65,76.7932489451477,63.7362637362637,35.7142857142857,0.549450549450549,-49,33,4,-24.3244990303814,21.9327731092437,2.39172592113769,71.7299578059072,-5.06329113924049,0,1,"PEPIN","TOWN OF FRANKFORT","TOWN OF FRANKFORT WARD 1",0,NA,NA,NA,"TOWN OF FRANKFORT PEPIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509127175",1,226,"Wisconsin","Pepin Town","Frankfort","DRE-Touchscreen","Yes","Town","TOWN OF FRANKFORT","PEPIN",1,0,1,0
"599","TOWN OF FRANKLIN JACKSON",91,46.6666666666667,4,195,2.05128205128205,242,100,51.2820512820513,143,6,199,50,82.2314049586777,71.8592964824121,25.1256281407035,3.01507537688442,-52,50,-2,-25.1926298157454,26.1564231413478,-0.963793325602371,80.5785123966942,-1.65289256198348,0,1,"JACKSON","TOWN OF FRANKLIN","TOWN OF FRANKLIN WARD 1",0,NA,NA,NA,"TOWN OF FRANKLIN JACKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5505327225",1,229,"Wisconsin","Jackson Town","Franklin","DRE-Touchscreen","Yes","Town","TOWN OF FRANKLIN","JACKSON",1,0,1,0
"600","TOWN OF FRANKLIN KEWAUNEE",184,32.1678321678322,32,572,5.59440559440559,617,356,62.2377622377622,260,11,555,284,89.9513776337115,46.8468468468468,51.1711711711712,1.98198198198198,-76,72,21,-14.6790146790147,11.0665910665911,3.61242361242361,92.7066450567261,2.75526742301459,0,0,"KEWAUNEE","TOWN OF FRANKLIN","TOWN OF FRANKLIN WARD 1",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF FRANKLIN KEWAUNEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5506127250",1,623,"Wisconsin","Kewaunee Town","Franklin","Optical Scan","Yes","Town","TOWN OF FRANKLIN","KEWAUNEE",0,1,1,0
"601","TOWN OF FRANKLIN MANITOWOC",190,28.2738095238095,51,672,7.58928571428571,844,431,64.1369047619048,249,7,707,451,83.7677725118483,35.2192362093352,63.7906647807638,0.99009900990099,-59,-20,44,-6.9454266855257,0.346239981140975,6.59918670438472,79.6208530805687,-4.14691943127961,0,0,"MANITOWOC","TOWN OF FRANKLIN","TOWN OF FRANKLIN WARD 1-3",0,NA,NA,NA,"TOWN OF FRANKLIN MANITOWOC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507127275",1,797,"Wisconsin","Manitowoc Town","Franklin","Ballot Marking Device or System","Yes","Town","TOWN OF FRANKLIN","MANITOWOC",1,0,0,1
"602","TOWN OF FRANKLIN SAUK",184,48.8063660477454,20,377,5.30503978779841,465,173,45.8885941644562,229,2,394,163,84.7311827956989,58.1218274111675,41.3705583756345,0.50761421319797,-45,10,18,-9.31546136342216,4.51803578882171,4.79742557460044,81.0752688172043,-3.65591397849462,1,1,"SAUK","TOWN OF FRANKLIN","TOWN OF FRANKLIN WARD 1-3",1,"ES&S","ES&S DS200","ES&S ExpressVote","TOWN OF FRANKLIN SAUK",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5511127350",1,432,"Wisconsin","Sauk Town","Franklin","Ballot Marking Device or System","Yes","Town","TOWN OF FRANKLIN","SAUK",0,1,0,1
"603","TOWN OF FRANKLIN VERNON",197,35.5595667870036,32,554,5.77617328519856,612,325,58.6642599277978,232,21,538,285,87.9084967320261,43.1226765799257,52.9739776951673,3.90334572490706,-35,40,11,-7.56310979292204,5.69028223263055,1.87282756029149,90.5228758169935,2.61437908496733,0,0,"VERNON","TOWN OF FRANKLIN","TOWN OF FRANKLIN WARD 1-2",0,NA,NA,NA,"TOWN OF FRANKLIN VERNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512327400",1,622,"Wisconsin","Vernon Town","Franklin","DRE-Touchscreen","Yes","Town","TOWN OF FRANKLIN","VERNON",1,0,1,0
"604","TOWN OF FRANZEN MARATHON",80,26.578073089701,12,301,3.98671096345515,322,209,69.4352159468439,108,6,285,171,88.5093167701863,37.8947368421053,60,2.10526315789474,-28,38,6,-11.3166637524043,9.43521594684385,1.88144780556041,93.4782608695652,4.96894409937889,0,0,"MARATHON","TOWN OF FRANZEN","TOWN OF FRANZEN WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF FRANZEN MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507327450",1,323,"Wisconsin","Marathon Town","Franzen","Ballot Marking Device or System","Yes","Town","TOWN OF FRANZEN","MARATHON",0,1,0,1
"605","TOWN OF FREDONIA OZAUKEE",261,20.6978588421887,71,1261,5.6304520222046,1414,929,73.6716891356067,300,17,1280,963,90.5233380480905,23.4375,75.234375,1.328125,-39,-34,54,-2.73964115781126,-1.56268586439333,4.3023270222046,89.1796322489392,-1.34370579915135,0,0,"OZAUKEE","TOWN OF FREDONIA","TOWN OF FREDONIA WARD 1-4",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF FREDONIA OZAUKEE",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5508927575",1,1427,"Wisconsin","Ozaukee Town","Fredonia","Ballot Marking Device or System","Yes","Town","TOWN OF FREDONIA","OZAUKEE",0,1,0,1
"606","TOWN OF FREEDOM FOREST",74,33.3333333333333,5,222,2.25225225225225,262,143,64.4144144144144,87,1,223,135,85.1145038167939,39.0134529147982,60.5381165919283,0.448430493273543,-13,8,4,-5.68011958146488,3.87629782248616,1.80382175897871,84.7328244274809,-0.381679389312993,0,0,"FOREST","TOWN OF FREEDOM","TOWN OF FREEDOM WARD 1",0,NA,NA,NA,"TOWN OF FREEDOM FOREST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504127600",1,264,"Wisconsin","Forest Town","Freedom","DRE-Touchscreen","Yes","Town","TOWN OF FREEDOM","FOREST",1,0,1,0
